qid,label_en,description_en,exhibitions,ssid,reference_url
Q102963417,Cloth Stencil with a Design of Circles Containing Floral Motifs,print by Artist Unknown,Legacy of Asian Art (1992-1993),26756738,https://library.artstor.org/#/asset/26756738
Q102963382,Cloth Stencil with a Design of a Cloud or Wave Pattern,print by Artist Unknown,Legacy of Asian Art (1992-1993),26756753,https://library.artstor.org/#/asset/26756753
Q103300412,Gambler's Netsuke with Dragon Design,ceramics by Artist Unknown,Legacy of Asian Art (1992-1993),26756666,https://library.artstor.org/#/asset/26756666
Q102963338,Circular Suiteki (Water Dropper),ceramics by Artist Unknown,Legacy of Asian Art (1992-1993),26756801,https://library.artstor.org/#/asset/26756801
Q102962620,Bowl With Inlay Design on Interior and Exterior,ceramics by Artist Unknown,Legacy of Asian Art (1992-1993),26756684,https://library.artstor.org/#/asset/26756684
Q102977369,Writing Box with Brush and Design of a Stylized Landscape on the Lid,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756812,https://library.artstor.org/#/asset/26756812
Q102973666,Sumitsubo - Carpenter's Plumb Line with a Design of a Water Wheel and Tortoise,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756460,https://library.artstor.org/#/asset/26756460
Q103305692,Netsuke (Toggle) in the Form of a Bearded Man Seated on a Partially Unrolled Scroll,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756485,https://library.artstor.org/#/asset/26756485
Q102971492,Signature Seal With a Design of Rocks and Bamboo,sculpture by Artist Unknown,Legacy of Asian Art (1992-1993),26756525,https://library.artstor.org/#/asset/26756525
Q102973662,Suiteki (water-dropper) with a Design of a Lion-Dog,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756660,https://library.artstor.org/#/asset/26756660
Q103306268,Pair of Signature Seals with Five Columns of Inscription,sculpture by Artist Unknown,Legacy of Asian Art (1992-1993),26756528,https://library.artstor.org/#/asset/26756528
Q102972938,Soba-choko (Noodle Sauce Cup) with a Design of Flowers and Bamboo,ceramics by Artist Unknown,Legacy of Asian Art (1992-1993),26756859,https://library.artstor.org/#/asset/26756859
Q102972950,"Soba-choko (Noodle Sauce Cup) with a Design of Trees, Plants, Grasses, and an Inside Border of Lozenges",ceramics by Artist Unknown,Legacy of Asian Art (1992-1993),26756858,https://library.artstor.org/#/asset/26756858
Q102961421,A-Fuchi (Sword Handle Ferrule) and B-Kashira (Sword Handle Pommel) with a Design of a Dragon,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756384,https://library.artstor.org/#/asset/26756384
Q103306274,"Pair of Signature Seals, Each With a Lion Dog With a Sphere Beneath One Paw",sculpture by Artist Unknown,Legacy of Asian Art (1992-1993),26756524,https://library.artstor.org/#/asset/26756524
Q103306352,Part of a Kogai (Dagger Handle) with a Design of Two Kirin (Mythical Beasts),work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756395,https://library.artstor.org/#/asset/26756395
Q102961432,A-Fuchi (Sword Handle Ferrule) and B-Kashira (Sword Handle Pommel) with a Design of a Landscape in the Rain,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756385,https://library.artstor.org/#/asset/26756385
Q102966833,Kanzashi (Woman's Hair Ornament) Comb with a Design of Branches of Flowers and Leaves,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756841,https://library.artstor.org/#/asset/26756841
Q102961438,A-Fuchi (Sword Handle Ferrule) and B-Kashira (Sword Handle Pommel) with a Design of Clouds and Lightning,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756383,https://library.artstor.org/#/asset/26756383
Q102966860,Kanzashi (Woman's Hair Ornament) Comb with Inlaid and Perforated Floral Motifs,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756842,https://library.artstor.org/#/asset/26756842
Q102966851,Kanzashi (Woman's Hair Ornament) Comb with a Design of Kikyo (Chinese Balloon Flowers),work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756843,https://library.artstor.org/#/asset/26756843
Q102964052,Dance Fan with a Design of Water,print by Artist Unknown,Legacy of Asian Art (1992-1993),26756829,https://library.artstor.org/#/asset/26756829
Q103306426,Peacock,sculpture by Artist Unknown,Legacy of Asian Art (1992-1993),26756438,https://library.artstor.org/#/asset/26756438
Q102962145,"Bingata Cloth With Design of Camellia, a Stream, and Two Other Flowers",textile by Artist Unknown,Legacy of Asian Art (1992-1993),26756719,https://library.artstor.org/#/asset/26756719
Q102971484,Signature Seal with a Design of a Bird and a Leaf,sculpture by Artist Unknown,Legacy of Asian Art (1992-1993),26756514,https://library.artstor.org/#/asset/26756514
Q102965564,Fuchi (Sword Handle Ferrule) with a Design of a Flying Goose and Bamboo,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756392,https://library.artstor.org/#/asset/26756392
Q102971666,Small jar,ceramics by Artist Unknown,Legacy of Asian Art (1992-1993),26756677,https://library.artstor.org/#/asset/26756677
Q102966433,Inro (Medicine Container) with a Landscape Design on Both Sides and a Netsuke (Toggle) in the Form of a Man Standing with Right Foot Raised,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756807,https://library.artstor.org/#/asset/26756807
Q102971498,"Signature Seal, Square with an Arched Handle",sculpture by Artist Unknown,Legacy of Asian Art (1992-1993),26756516,https://library.artstor.org/#/asset/26756516
Q102966866,Kanzashi (Woman's Hair Ornament); Comb with a Design of Water and Chrysanthemums,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756839,https://library.artstor.org/#/asset/26756839
Q102966871,Kanzashi (Woman's Hair Ornament); Comb with Appliqué Design of Lilies and an Ivory Motif of the Sun Rising Over Waves,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756845,https://library.artstor.org/#/asset/26756845
Q102970933,Scene #11 from The Lives of the Loyal Retainers (Chushingura),print by Ikeda Eisen,Legacy of Asian Art (1992-1993),26756645,https://library.artstor.org/#/asset/26756645
Q102970971,Scene #4 from The Lives of the Loyal Retainers (Chushingura ),print by Ikeda Eisen,Legacy of Asian Art (1992-1993),26756638,https://library.artstor.org/#/asset/26756638
Q102966840,Kanzashi (Woman's Hair Ornament) Comb with a Design of Geese Flying Over Dew-Covered Grasses,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756844,https://library.artstor.org/#/asset/26756844
Q102970978,Scene #5 from The Lives of the Loyal Retainers (Chushingura),print by Ikeda Eisen,Legacy of Asian Art (1992-1993),26756639,https://library.artstor.org/#/asset/26756639
Q103307383,"Rectangular Mirror with Two Characters for Long Life (takasago),  and Pine Trees",work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756786,https://library.artstor.org/#/asset/26756786
Q102970990,Scene #6 from The Lives of the Loyal Retainers (Chushingura),print by Ikeda Eisen,Legacy of Asian Art (1992-1993),26756640,https://library.artstor.org/#/asset/26756640
Q103307342,Rectangular Mirror with a Design of a Nandina Bush and Bamboo Grass,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756784,https://library.artstor.org/#/asset/26756784
Q102971027,Scene #8 from The Lives of the Loyal Retainers (Chushingura),print by Ikeda Eisen,Legacy of Asian Art (1992-1993),26756642,https://library.artstor.org/#/asset/26756642
Q102965558,Fuchi (Sword Handle Ferrule) with a Design of a Chinese-Style Building and Landscape with a Figure and a Flag,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756815,https://library.artstor.org/#/asset/26756815
Q103298568,Clapper-less Bell with a Winged Deity on a Bull,sculpture by Artist Unknown,Legacy of Asian Art (1992-1993),26756434,https://library.artstor.org/#/asset/26756434
Q102962379,Book Illustration & Text on The Life of the 9th-Century Poetess,print by Artist Unknown,Legacy of Asian Art (1992-1993),26756432,https://library.artstor.org/#/asset/26756432
Q103307143,"Portrait of the Kabuki Actor, Seigawa Kikunojo, in the Role of a Courtesan",print by Kuniyasu,Legacy of Asian Art (1992-1993),26756722,https://library.artstor.org/#/asset/26756722
Q103307552,Rice Cake Mold with Geometrical Designs,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756778,https://library.artstor.org/#/asset/26756778
Q103307113,Portrait of Oribe Yasubei Takeiyasu,print by Utagawa Kunisada,Legacy of Asian Art (1992-1993),26756449,https://library.artstor.org/#/asset/26756449
Q102971480,Signature Seal in the Form of a Lion Dog,sculpture by Artist Unknown 1992.213,Legacy of Asian Art (1992-1993),26756529,https://library.artstor.org/#/asset/26756529
Q102973615,"Suiteki (Water Dropper) from a district of Naha, capital of Okinawa",ceramics by Artist Unknown,Legacy of Asian Art (1992-1993),26756855,https://library.artstor.org/#/asset/26756855
Q102966427,"Inro  (Medicine Case) with a Design of Pine Trees, Ojime (Closing Bead), and Netsuke (Toggle)",work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756590,https://library.artstor.org/#/asset/26756590
Q102962281,Block with Two Circular Rice Cake Molds (See Notes),work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756764,https://library.artstor.org/#/asset/26756764
Q102966805,Kabuki Theater Signboard Showing an Actor in a Feature Role,painting by Artist Unknown,"Legacy of Asian Art (1992-1993)
Arts of Japan (January 12-February 26, 2012)",26756857,https://library.artstor.org/#/asset/26756857
Q103308543,Signature Seal With a Recumbent Mythical Beast,sculpture by Artist Unknown,"Legacy of Asian Art (1992-1993)|
Arts of Japan (January 12-February 26, 2012)",26756521,https://library.artstor.org/#/asset/26756521
Q102961245,"A Ghost Painting Coming to Life in the Studio of the Painter Okyō, from the series Yoshitoshi ryakuga (Sketches by Yoshitoshi)",print by Tsukioka Yoshitoshi,"Legacy of Asian Art (1992-1993)|
Arts of Japan (January 12-February 26, 2012)",26756398,https://library.artstor.org/#/asset/26756398
Q102964615,Drinking Gourd-Shaped Suiteki (Water Dropper) with a Design of Two Galloping Horses,ceramics by Artist Unknown,"Legacy of Asian Art (1992-1993)|
Arts of Japan (January 12-February 26, 2012)",26756802,https://library.artstor.org/#/asset/26756802
Q102966750,"Jō and Uba at Takasago - The Immortal Couple, from the series Yoshitoshi ryakuga (Sketches by Yoshitoshi)",print by Tsukioka Yoshitoshi,"Legacy of Asian Art (1992-1993)|
Arts of Japan (January 12-February 26, 2012)",26756396,https://library.artstor.org/#/asset/26756396
Q103308498,Signature Seal With a Design of Two Horses,sculpture by Artist Unknown,"Legacy of Asian Art (1992-1993)|
Arts of Japan (January 12-February 26, 2012)",26756520,https://library.artstor.org/#/asset/26756520
Q102967036,Kogo (Incense Container) with a Floral Motif,ceramics by Kanjirō Kawai,"Legacy of Asian Art (1992-1993)|
Arts of Japan (January 12-February 26, 2012)",26756704,https://library.artstor.org/#/asset/26756704
Q104032670,"Tobacco Pouch, Ojime (Closing Bead), Pipe Case, and Pipe",work of art by Artist Unknown 1992.244A-D,"Legacy of Asian Art (1992-1993)|
Arts of Japan (January 12-February 26, 2012)",26756560,https://library.artstor.org/#/asset/26756560
Q102971288,"Sesshū Drawing Rats which Come to Life, from the series Yoshitoshi ryakuga (Sketches by Yoshitoshi)",print by Tsukioka Yoshitoshi,"Legacy of Asian Art (1992-1993)|
Arts of Japan (January 12-February 26, 2012)",26756414,https://library.artstor.org/#/asset/26756414
Q102977424,Yatate (Ink Horn) With Ink Pot in the Form of a Basket,work of art by Artist Unknown,"Legacy of Asian Art (1992-1993)|
Arts of Japan (January 12-February 26, 2012)",26756806,https://library.artstor.org/#/asset/26756806
Q103297038,Arm Rest with an Owl in a Tree and a Crescent Moon,work of art by Artist Unknown,"Legacy of Asian Art (1992-1993)|
Arts of Japan (January 12-February 26, 2012)",26756693,https://library.artstor.org/#/asset/26756693
Q102977433,Yatate (Ink Horn) With Ruler on Handle,work of art by Artist Unknown,"Legacy of Asian Art (1992-1993)|
Arts of Japan (January 12-February 26, 2012)",26756680,https://library.artstor.org/#/asset/26756680
Q103308454,Signature Seal in the Form of a Phoenix,sculpture by Artist Unknown,"Legacy of Asian Art (1992-1993)|
Arts of Japan (January 12-February 26, 2012)",26756513,https://library.artstor.org/#/asset/26756513
Q103308522,Signature Seal With a Floral Design,sculpture by Artist Unknown,"Legacy of Asian Art (1992-1993)|
Arts of Japan (January 12-February 26, 2012)",26756527,https://library.artstor.org/#/asset/26756527
Q103308476,Signature Seal with a Design of a Building on a Mountain and Stylized Landscape,sculpture by Artist Unknown,"Legacy of Asian Art (1992-1993)|
Arts of Japan (January 12-February 26, 2012)",26756519,https://library.artstor.org/#/asset/26756519
Q103309332,Sutra Container with a Chrysanthemum Design,work of art by Artist Unknown,"Legacy of Asian Art (1992-1993)|
Arts of Japan (January 12-February 26, 2012)",26756537,https://library.artstor.org/#/asset/26756537
Q103297050,"Arm Rest with Landscape Design of Mountains, Trees, Rocks, and a Pavilion",work of art by Artist Unknown,"Legacy of Asian Art (1992-1993)|
Arts of Japan (January 12-February 26, 2012)",26756698,https://library.artstor.org/#/asset/26756698
Q103308483,Signature Seal With a Design of a Lion Dog Under the Sun With Clouds,sculpture by Artist Unknown,"Legacy of Asian Art (1992-1993)|
Arts of Japan (January 12-February 26, 2012)",26756523,https://library.artstor.org/#/asset/26756523
Q102968931,Netsuke (Toggle) in the Form of Mushrooms,work of art by Artist Unknown,"Legacy of Asian Art (1992-1993)|
Looking East:  Highlights from the Vanderbilt University Fine Arts Gallery Collection of Asian Art (February 21-March 28, 1997)",26756468,https://library.artstor.org/#/asset/26756468
Q102968882,Netsuke (Toggle) in the Form of a Human Skull,work of art by Artist Unknown,"Legacy of Asian Art (1992-1993)|
Looking East:  Highlights from the Vanderbilt University Fine Arts Gallery Collection of Asian Art (February 21-March 28, 1997)",26756472,https://library.artstor.org/#/asset/26756472
Q103305737,Netsuke (Toggle) in the Form of a Seated Man Holding a Female Mask,work of art by Artist Unknown,"Legacy of Asian Art (1992-1993)|
Looking East:  Highlights from the Vanderbilt University Fine Arts Gallery Collection of Asian Art (February 21-March 28, 1997)",26756486,https://library.artstor.org/#/asset/26756486
Q103305729,Netsuke (Toggle) in the Form of a Rooster and a Chick,work of art by Artist Unknown,"Legacy of Asian Art (1992-1993)|
Looking East:  Highlights from the Vanderbilt University Fine Arts Gallery Collection of Asian Art (February 21-March 28, 1997)",26756489,https://library.artstor.org/#/asset/26756489
Q102971296,Set of Eight Ink Sticks With Relief Designs of Landscapes & Calligraphy,work of art by Artist Unknown,"Legacy of Asian Art (1992-1993)|
Looking East: Highlights of the Vanderbilt University Fine Arts Gallery's Collection of Asian Art (February 21-March 28, 1997)",26756818,https://library.artstor.org/#/asset/26756818
Q105096120,"A Medieval Female Dancer Performing a Young Man's Dance Entitled ""The White Paulownia Tree""",scroll painting by Roko,"Legacy of Asian Art (1992-1993)|
Looking East: Highlights of the Vanderbilt University Fine Arts Gallery's Collection of Asian Art (February 21-March 28, 1997)",26756333,https://library.artstor.org/#/asset/26756333
