Abstract Note,Access Date,Application Number,Archive,Archive Location,Artwork Size,Assignee,Attorney Agent,Author,Automatic Tags,Book Author,Call Number,Cast Member,Code,Code Number,Commenter,Committee,Composer,Conference Name,Contributor,Cosponsor,Counsel,Country,Court,DOI,Date,Date Added,Date Modified,Divinity Faculty,Edition,Editor,Extra,File Attachments,Filing Date,Guest,History,ISBN,ISSN,Interviewer,Issue,Issuing Authority,Journal Abbreviation,Language,Legal Status,Legislative Body,Library Catalog,Link Attachments,Manual Tags,Medium,Meeting Name,Notes,Num Pages,Number,Number Of Volumes,Pages,Place,Priority Numbers,Producer,Programming Language,Publication Year,Publisher,Recipient,References,Reporter,Reviewed Author,Rights,Running Time,Scale,Scriptwriter,Section,Series,Series Editor,Series Number,Series Text,Series Title,Session,Short Title,System,Translator,Type,Url,Version,Volume,Words By,qid,Key,Item Type,Title,Publication Title
,,,,,,,,"Segovia, Fernando F.; Boer, Roland",Globalization--Religious aspects--Christianity; RELIGION / Biblical Studies / Bible Study Guides,,,,,,,,,,,,,,,,2012,5/21/14 15:28,5/21/14 15:28,"Segovia, Fernando F.",,,,,,,,978-1-58983-703-4,,,,,,,,,EBSCOhost,http://search.ebscohost.com/login.aspx?direct=true&db=nlebk&AN=547784&site=ehost-live&scope=cite,,,,,,,,,"Atlanta, GA",,,,2012,Society of Biblical Literature,,,,,,,,,,Society of Biblical Literature Semeia Studies,,,,,,The Future of the Biblical Past,,,,,,,,Q110920782,WJ72N437,book,The Future of the Biblical Past : Envisioning Biblical Studies on a Global Key,
,,,,,,,,"Bailey, Randall C.; Liew, Tat-siong Benny; Segovia, Fernando F.","Racism; Bible --Criticism, interpretation; Marginality, Social; Minorities; United States--Minorities; Group identity",,,,,,,,,,,,,,,,2009,5/21/14 16:17,5/21/14 16:17,"Segovia, Fernando F.",,,,,,,,1-58983-245-0,,,,,,,,,EBSCOhost,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001715573&site=ehost-live&scope=cite,,,,,,,,3-43,Atlanta,,,,2009,Society of Biblical Literature,,,,,,,,,,,,,,,,Toward minority biblical criticism,,,,,,,,Q110920783,V6C9EBWC,bookSection,"Toward minority biblical criticism: framework, contours, dynamics",They were all together in one place?
"$$C Contents: $$V Black as you see me -- Living blackness : <span class=""searchword"">womanist</span> perspectives on black women's experience -- Living blackness : black women's experience of religion -- The current shape of <span class=""searchword"">womanist</span> practical theology -- Psychoanalysis <span class=""searchword"">and</span> black experience : critique <span class=""searchword"">and</span> appropriation -- Black psychoanalysis <span class=""searchword"">and</span> black feminist psychoanalytic literary -- <span class=""searchword"">Womanist</span> practical theology -- Black women <span class=""searchword"">and</span> <span class=""searchword"">self</span> psychology : toward a usable dialogue -- <span class=""searchword"">Womanist</span> practical theological reflection -- Black embodiment <span class=""searchword"">and</span> religious experience after trauma : <span class=""searchword"">womanist</span> <span class=""searchword"">self</span> -- A dark body of goodness created <span class=""searchword"">in</span> the image of God -- Black <span class=""searchword"">and</span> beautiful : reading the song of songs.",,,,,,,,"Sheppard, Phillis I.","Feminist theology; Theology, Feminist; Womanist theology; African American theology; Black theology; nnnn Practical theology; Theology, Practical",,BT83.9 .S54 2011,,,,,,,,,,,,,,2011,10/30/14 19:06,11/18/14 22:33,"Sheppard, Phillis",1st ed.,,,,,,,978-0-230-10288-0,,,,,,eng,,,Primo,,,,,,226,,,,New York,,,,2011,Palgrave Macmillan,,,,,,,,,,,,,,,,,,,,,,,,Q110920784,9ERN9QQA,book,"Self, culture, and others in womanist practical theology",
"""Good advice that stands the test of time-those things we all know are true, tips that help us live the good life-we call wisdom. But, one life time is not enough to master the fine art of living. Distilled over centuries, the biblical book of Ecclesiastes offers us the time-tested advice of Israel's sages. This is the best of wisdom, with echoes of East and West-from Zen and Tao to Merton and Moore--all rolled into one. In Ecclesiastes, Bible scholar Choon-Leong Seow creatively translates and carefully interprets one of the world's most profound, most enduring collections of ancient wisdom. Sometimes joyful and exultant, other times cynical and fatalistic, the ancient author Qohelet (""Teacher"") wrestles with the ups and downs of real life. Even today, we recognize and repeat the sayings of this treasure-trove of apt advice. The book begins and ends with the infamous claim, ""Vanity of vanities, says Qohelet, vanity of vanities! All is vanity!"" In between, the sage leaves no stone unturned in the search for meaning. As the wisdom of biblical Ecclesiastes has stood the test of time, so shall Dr. Seow's Ecclesiastes become a classic in the venerated tradition of the Anchor Bible series""--Publisher description.",,,,,,,,"Seow, C. L. (Choon Leong)",Prediker (bijbelboek) Genre/Form: Commentaries,,,,,,,,,,,,,,,,1997,10/10/14 19:35,10/10/14 19:39,"Seow, C.L.",,,,,,,,0-385-41114-6,,,,,,English,,,OCLC WorldCat FirstSearch,,,,,,419,,,,New York,,,,1997,Doubleday,,,,,,,,,,The Anchor Bible,,18C,,,,Ecclesiastes,,,,,,,,Q110920785,GPIWG2GI,book,Ecclesiastes: a new translation with introduction and commentary,
"Preachers often feel stuck when met with quickly shifting and dense media topics that flood the headlines. If and when they determine it is appropriate to address issues that arise in the news cycle, they are often at a loss for how to speak about them from the pulpit. When preachers understand that a responsibility to sustain life is embedded in the purposes of preaching, they discover greater fluidity between the everyday world, the biblical text, and preaching itself.  <i>Preaching the Headlines</i>  reframes preaching as an ongoing conversation between the modern world and the world of the Bible, exploring where the divides between the two may be less rigid than we often acknowledge. The preacher uses what they know about life as a bridge to the text, while life in the text provides the bridge back to faith in the contemporary world. The goal of the book is to help preachers do theological reflection on the everyday world as an integral part of sermon development. The process offered in this book is not a substitute for basic methods of sermon development nor a model of exegesis for preaching. Preachers will use this process as a supplement alongside their current method of sermon preparation. Before the preacher can ever translate the meaning embedded in the headlines, they have to learn more about the topics they seek to preach about. They do this by digging behind the headlines and expanding their own resources beyond theological traditions alone. This work is done in order to think earnestly about how faith might spur transformative action in our world for more just ways of living together.",6/28/22 19:22,,,,,,,"THOMPSON, LISA L.",,,,,,,,,,,,,,,,,2021,6/28/22 19:22,6/28/22 19:25,"Thompson, Lisa L.",,,DOI: 10.2307/j.ctvp7d5c9,,,,,978-1-5064-5386-6,,,,,,,,,JSTOR,,,,,,,,,,,,,,2021,1517 Media,,,,,,,,,,Working Preacher,,,,,,Preaching the Headlines,,,,http://www.jstor.org/stable/j.ctvp7d5c9,,6,,Q110920786,L25P8GPZ,book,Preaching the Headlines: Possibilities and Pitfalls,
,6/5/14 14:58,,,,,,,"Townes, Emilie M.",Christian ethics.; Womanist theology.,,,,,,,,,,,,,,,,2006,9/23/14 18:38,9/23/14 18:38,"Townes, Emilie",,,,C:\Users\xus12\Zotero\storage\TGSJ9K8Q\docDetail.html,,,,978-0-230-60162-8,,,,,,,,,ebrary,,,,,,,,,,"Gordonsville, VA, USA",,,,2006,Palgrave Macmillan,,,,,,,,,,,,,,,,,,,,http://site.ebrary.com/lib/alltitles/docDetail.action?docID=10167448,,,,Q110920787,46MTGPRU,book,Womanist Ethics and the Cultural Production of Evil,
"This is the first book to focus on the significance of religion during President Obama's years in the White House, both in the United States and internationally. Religion in the Age of Obama explores the religious and moral underpinning of the Obama presidency and of subsequent debates regarding his tenure in the White House. It provides an analysis of Obama's beliefs and their relationship to his vision of public life, as well as the way in which the general ethos of religion and non-religion has shifted over the past decade in the United States under his presidency. Including chapters from John L. Jackson Jr., Kathryn Lofton, Sylvester A. Johnson, Keri Day, and Max Perry Mueller, topics include how Obama has employed religious rhetoric in response to both international and domestic events, his attempt to inhabit a kind of Blackness that comforts and reassures rather than challenges White America, the limits of Christian hospitality within U.S. immigration policy, and the racialization of Islam in the U.S. national imagination. Drawing on a wide-range of topics, this book shows that the years of the Obama presidency served as a watershed moment of significant reorganization of the role of religion in national public life. Religion in the Age of Obama is an important and timely contribution to debates on religion, race, and public life in the United States.",,,,,,,,,"United States; Religion; 21st century; History; Obama, Barack; Religion and politics",,,,,,,,,,,,,,,10.5040/9781350041073,2018,6/11/20 18:48,7/21/20 16:09,"Floyd-Thomas, Juan Marcial",,"Floyd-Thomas, Juan Marcial; Pinn, Anthony B.",,,,,,978-1-350-04103-5,,,,,,eng,,,catalog.library.vanderbilt.edu,,,,,,,,,,"London, UK",,,,2018,BLoomsbury Publishing,,,,,,,,,,,,,,,,,,,,,,,,Q110920788,ACPIB2WK,book,Religion in the age of Obama,
,,,,,,,,,"Theology, Doctrinal; History. Theologians. Theologians. Theology, Doctrinal. Genre/Form: History",,,,,,,,,,,,,,,,2007,6/5/18 18:14,7/17/18 16:44,"Rieger, Joerg",,"Rieger, Joerg; Compier, Don; Kwok, Pui-lan",OCLC: 144226993,,,,,978-0-8006-6215-8,,,,,,English,,,OCLC WorldCat FirstSearch,,,,,,560,,,,Minneapolis,,,,2007,Fortress Press,,,,,,,,,,,,,,,,Empire and the Christian tradition,,,,,,,,Q111083723,SDWN6LA6,book,Empire and the Christian tradition: new readings of classical theologians,
"$$C contents$$V List of Figures; Notes on Contributors; Introduction; Chapter 1. Why Does Practice Matter Theologically?; Chapter 2. The Power and Danger of a Single Case Study in Practical Theological Research; Chapter 3. The Tension between Scholarship and Service; Chapter 4. Knowledge, Subjectivity, (De)Coloniality, and the Conundrum of Reflexivity; Chapter 5. Writing in Compliance with the Racialized ``Zoo'' of Practical Theology; Chapter 6. From the Outside, Within, or In Between? Normativity at Work in Empirical Practical Theological Research, $$C contents$$V Chapter 7. Interdisciplinarity as a Practical Theological ConundrumChapter 8. The Theory-Practice Binary and the Politics of Practical Knowledge; Chapter 9. Raced Bodies: Portraying Bodies, Reifying Racism; Chapter 10. The Complexity of Local Knowledge; Chapter 11. Reframing Practical Theology: Catholic Contributions and Conundrums; Index of Names; Index of Subjects, $$Creproduction$$VElectronic reproduction. Palo Alto, Calif. Available via World Wide Web., $$Cbibliography_note$$VIncludes bibliographical references and indexes.",7/5/18 17:41,,,,,,,,"Electronic books; nnnn Practical theology; Theology, Practical",,AVAILABLE ONLINE,,,,,,,,,,,,,,2016,7/5/18 17:41,7/5/18 17:45,"Miller-McLemore, Bonnie",,"Miller-McLemore, Bonnie J.",,,,,,978-90-04-32424-4,,,,,,eng,,,discoverlibrary.vanderbilt.edu,,,,,,,,,,Leiden ; Boston,,,,2016,Brill,,,,,,,,,,Theology in Practice ; Volume 2,,,,,,,,,,http://proxy.library.vanderbilt.edu/login?url=http://site.ebrary.com/lib/vanderbilt/docDetail.action?docID=11269596,,,,Q111088307,73J5MSFV,book,Conundrums in practical theology,
,,,,,,,,"Armour, Ellen T.","E-Books; Ebooks; Electronic books; Internet books (Electronic publications); Online books; Web books (Electronic publications); World Wide Web books (Electronic publications); Philosophy and religion; Christianity and philosophy; Religion and philosophy; Christianity Philosophy; Philosophy, Modern",,BR100,,,,,,,,,,,,,,2010,5/7/14 18:30,7/1/20 15:23,"Armour, Ellen T.",,"Boeve, L. (Lieven); Brabant, Christophe",,,,,,978-0-7546-9962-0,,,,,,eng,,,Primo,,,,,,,,,175-192,"Farnham, Surrey ; Burlington, VT",,,,2010,Ashgate Publishing,,,,,,,,,,,,,,,,,,,,,,,,Q111089508,W8PEQ7R6,bookSection,Visual Theology: Diagnosing Postmodernity,Between philosophy and theology contemporary interpretations of Christianity
,,,,,,,,"Azzoni, Annalisa",,,,,,,,,,,,,,,,,2012,1/31/18 22:00,11/30/18 23:11,"Azzoni, Annalisa",,"Lundberg, Marilyn J.; Fine, Steven; Pitard, Wayne T.",,,,,,,,,,,,,,,,,,,,,,,,1-5,Leiden,,,,2012,Brill,,,,,,,,,,Culture and History of the Ancient Near East,,55,,,,,,,,,,,,Q111089509,T6T8PYY9,bookSection,Where Will Yehoyišmaʿ Go?: A Reconsideration of TAD B3.8,Puzzling Out the Past: Studies in Northwest Semitic Languages and Literatures in Honor of Bruce Zuckerman
,,,,,,,,"Michelson, David A.","Civilization, Ancient; Civilization, Comparative; Comparative civilization; Cultural evolution; Cultural sociology; Cultural transformation; Culture; Culture History; Culture Social aspects; Culture, Evolution of; Social evolution; Social history To 500; Sociology of culture",,CB311 .S49 2012,,,,,,,,,,,,,,2012,7/1/14 13:12,8/24/20 15:04,"Michelson, David A.",,,,,,,,978-1-4094-4149-6,,,,,,eng,,,Primo,,,,,,,,,7-12,"Farnham, Surrey ; Burlington, VT",,,,2012,Ashgate Publishing,,,,,,,,,,,,,,,,,,,,,,,,Q111089512,6UTRKK6E,bookSection,‘It is not the custom of our Syriac language…’: Reconsidering the Role of Translation in the Polemics of Philoxenos of Mabbug,Shifting cultural frontiers in late antiquity
,,,,,,,,"Rieger, Joerg","Theology, Doctrinal; History. Theologians. Theologians. Theology, Doctrinal. Genre/Form: History","Compier, Don; Kwok, Pui-lan",,,,,,,,,,,,,,,2007,9/30/20 20:47,9/30/20 20:48,"Rieger, Joerg",,,OCLC: 144226993,,,,,978-0-8006-6215-8,,,,,,English,,,OCLC WorldCat FirstSearch,,,,,,,,,1-13,Minneapolis,,,,2007,Fortress Press,,,,,,,,,,,,,,,,,,,,,,,,Q111089513,NKTXMWE7,bookSection,Christian Theology and Empires,Empire and the Christian tradition: new readings of classical theologians
,,,,,,,,"Azzoni, Annalisa",,,,,,,,,,,,,,,,,2013,1/31/18 22:03,3/24/21 18:33,"Azzoni, Annalisa",,"Botta, Alejandro F.; Porten, Bezalel",,,,,,,,,,,,,,,,,,,,,,,,3-12,Leiden,,,,2013,Brill,,,,,,,,,,Culture and History of the Ancient Near East,,60,,,,,,,,,,,,Q111089515,XR5MPAF4,bookSection,Women at Elephantine and Women in the Land,"In the Shadow of Bezalel. Aramaic, Biblical, and Ancient Near Eastern Studies in Honor of Bezalel Porten"
"What are the spiritual consequences of abuse and trauma? Where is God? How and why does such senseless suffering occur? What is the relationship between loss and hope? What are the benefits of examining loss and hope from an interreligious focus? These are some of the questions addressed in this volume, written by leading international scholars and which also includes contributions by those who have suffered: survivors of genocide and state terror. Case studies of loss and hope from around the world are discussed, including from the United States, Ireland, Sri Lanka, India, Iran, Iraq, Argentina, China, and Chile. Religions examined include Buddhism, Islam, Christianity, Judaism and Hinduism.  Three interconnected lenses are used to explore new perspectives on loss and hope: survivors and victims' testimony; interfaith studies; and ethical approaches. The book highlights the need for responses to atrocity that transcend differences within gender, class, religion, race and ethnicity. The authors stress the need for partnership and dialogue from an interfaith perspective, and while neither hiding not unduly minimizing the extent of losses in the world, attempt to establish an ethics of hope in the face of destabilizing losses in the realms of human rights and post-conflict resolution.  Loss and Hope is the first book to bring together this high level and diversity of scholars living and working all over the world from different faith, cultural and ethnic backgrounds examining the universal themes of loss and hope.",6/26/18 17:19,,,,,,,"Rieger, Jeorg",,,,,,,,,,,,,,,,,7/7/14,6/26/18 17:19,6/26/18 17:23,"Rieger, Joerg",,"Admirand, Peter",,C:\Users\xus12\Zotero\storage\LNI7TAW4\loss-and-hope-9781472525413.html,,,,,,,,,,en,,,,,,,,,,,,,,,,,2014,Bloomsbury Academic Publishing,,,,,,,,,,,,,,,,,,,,https://www.bloomsbury.com/us/loss-and-hope-9781472525413/,,,,Q111089516,2M2P4TR5,bookSection,Losing Confidence in Free-Market Economics and Free-Market Religion: Recovering True Hope,"Loss and Hope: Global, Interreligious and Interdisciplinary Perspectives"
,,,,,,,,Phillis I. Sheppard,,"Mercer, Joyce Ann",,,,,,,,,,,,,,,2016,8/31/21 17:19,8/31/21 17:21,"Sheppard, Phillis",,,OCLC: 960888619,,,,,978-90-04-32423-7 978-90-04-32424-4,,,,,,English,,,Open WorldCat,,,,,,,,,,,,,,2016,"Leiden, South Holland: Brill",,,,,,,,,,,,,,,,,,,,,,,,Q111089517,3GPEI25K,bookSection,"Raced Bodies: Portraying Bodies, Reifying Racism",Conundrums in practical theology
,,,,,,,,"DeHart, Paul",,,,,,,,,,,,,,,,,2014,2/13/18 18:44,2/13/18 18:45,"DeHart, Paul J.",,"Nelson, R. David",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,T&T Clark,,,,,,,,,,,,,,,,,,,,,,,,Q111089521,792K6FKA,bookSection,On the contrary: Thomistic second thoughts on analogy and Trinity in Eberhard Jüngel,Indicative of Grace – Imperative of Freedom: Essays in Honor of Eberhard Jüngel
,,,,,,,,"Bailey, Randall C.; Liew, Tat-siong Benny; Segovia, Fernando F.","Bible --Criticism, interpretation; Biblical Hermeneutics; Minorities; Social Studies",,,,,,,,,,,,,,,,2009,5/21/14 15:09,5/21/14 15:09,"Segovia, Fernando F.",,,,,,,,1-58983-245-0,,,,,,,,,EBSCOhost,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001710836&site=ehost-live&scope=cite,,,,,,,,,Atlanta,,,,2009,Society of Biblical Literature,,,,,,,,,,Society of Biblical Literature Semeia studies,,,,,,They were all together in one place?,,,,,,,,Q111724597,RAM6XG6D,book,They were all together in one place? toward minority biblical criticism,
"This article describes the challenge of ""defining"" or ""conceiving"" a discipline that arose upon the request to edit a massive volume, The Wiley-Blackwell Companion to Practical Theology, as part of a series of Companions published by Wiley-Blackwell on key disciplines in religious and theological studies. It explores significant dynamics and interests behind the conceptualization and organization of the Companion and then addresses some of the benefits and limitations or growing edges, answering specific questions or concerns raised by three scholars in their papers presented at a symposium on the Companion at the University of Toronto in November 2012. The publication of the Companion to Practical Theology marks immense progress in the field in the last fifty years, making this an auspicious time for reassessment and reflection.",,,Scopus,,,,,"Miller-McLemore, B.J.",Theological education; Definition; Everyday faith; Method; Practical theology,,,,,,,,,,,,,,,10.1353/tjt.2013.0030,2013,11/28/22 18:03,11/28/22 18:03,"Miller-McLemore, Bonnie",,,,C:\Users\xus12\Zotero\storage\I98QUXJU\display.html,,,,,1918-6371,,1,,,English,,,Scopus,,,,,,,,,145-155,,,,,2013,,,,,,,,,,,,,,,,,The hubris and folly of defining a discipline,,,,,,29,,Q111725107,PNQWBHML,journalArticle,The hubris and folly of defining a discipline: Reflections on the evolution of the wiley-blackwell companion to practical theology,Toronto Journal of Theology
