inventory_number,string
#1980.083,"Wang, Han"
#1980.084,"Dubuffet, Jean (French painter, sculptor, printmaker, 1901-1985)"
#1980.086,"Messagier, Jean (French painter, sculptor, and printmaker, 1920-1999)"
#1980.087,"Ubac, Raoul (Belgian painter, sculptor, and printmaker, 1910-1985, active in France)"
#1980.088,"Lichtenstein, Roy (American painter, sculptor, and printmaker, 1923-1997)"
#1980.089,"Nevelson, Louise (American sculptor, 1899-1988)"
#1980.090,"Tanning, Dorothea (American painter, lithographer, and sculptor, 1910-2012)"
#1980.091,"Alechinsky, Pierre (Belgian painter, draftsman, and filmmaker, born 1927)"
#1980.092,Artist Unknown
#1980.093,"Zhou, Runan"
#1980.094,"Ch'en Ku (, born P'eng-Ch'eng, China)"
#1980.095,"Miller, Mark"
#1980.096,"Smith, Richard (British painter, born 1931)"
#1980.097,"Matta, Roberto (Chilean painter and printmaker, 1911-2002)"
#1980.098,"Matta, Roberto (Chilean painter and printmaker, 1911-2002)"
#1980.099,"Matta, Roberto (Chilean painter and printmaker, 1911-2002)"
#1980.100,"Matta, Roberto (Chilean painter and printmaker, 1911-2002)"
#1980.101,"Matta, Roberto (Chilean painter and printmaker, 1911-2002)"
#1980.102,"Matta, Roberto (Chilean painter and printmaker, 1911-2002)"
#1980.103,"Matta, Roberto (Chilean painter and printmaker, 1911-2002)"
#1980.104,"Matta, Roberto (Chilean painter and printmaker, 1911-2002)"
#1980.105,"Matta, Roberto (Chilean painter and printmaker, 1911-2002)"
#1980.106,"Matta, Roberto (Chilean painter and printmaker, 1911-2002)"
#1980.107,"Matta, Roberto (Chilean painter and printmaker, 1911-2002)"
#1980.108,"Matta, Roberto (Chilean painter and printmaker, 1911-2002)"
#1980.109,"Matta, Roberto (Chilean painter and printmaker, 1911-2002)"
#1980.110,"Appel, Karel (Dutch painter and sculptor, 1921-2006, active in Amsterdam, Paris, and New York)"
#1980.111,"Appel, Karel (Dutch painter and sculptor, 1921-2006, active in Amsterdam, Paris, and New York)"
#1980.112,"Appel, Karel (1921-2006)"
#1980.113,"Appel, Karel (1921-2006, born Amsterdam, Netherlands)"
#1980.114,"Appel, Karel (1921-2006, born Amsterdam, Netherlands)"
#1980.115,"Appel, Karel (1921-2006, born Amsterdam, Netherlands)"
#1980.116,"Appel, Karel (1921-2006)"
#1980.117,"Appel, Karel (1921-2006)"
#1980.118,"Appel, Karel (1921-2006, born Amsterdam, Netherlands)"
#1980.119,"Appel, Karel (1921-2006, born Amsterdam, Netherlands)"
#1980.120,"Appel, Karel (1921-2006)"
#1980.121,"Appel, Karel (1921-2006, born Amsterdam, Netherlands)"
#1980.122,"Appel, Karel (1921-2006)"
#1980.123,"Appel, Karel (1921-2006)"
#1980.124,"Appel, Karel (1921-2006)"
#1980.125,"Appel, Karel (1921-2006)"
#1980.126,"Appel, Karel (1921-2006, born Amsterdam, Netherlands)"
#1980.127,"Challenger, Michael (British painter and sculptor, born 1939)"
#1980.128,Artist Unknown
#1980.129,Artist Unknown
#1980.130,Artist Unknown
#1981.001,Artist Unknown
#1981.002,"Allen, Thomas B."
#1981.003,"Carracci, Agostino (Italian painter, engraver, and draftsman, 1557-1602)"
#1981.004,"Legros, Alphonse (French and British etcher, painter, and sculptor, 1837-1911)"
#1981.005,"Legros, Alphonse (French and British etcher, painter, and sculptor, 1837-1911)"
#1981.006,Artist Unknown
#1981.007,"Cropsey, Jasper Francis (American painter and architect, 1823-1900)"
#1981.008,Artist Unknown
#1981.009,"Takaezu, Toshiko (American ceramicist, 1922-2011)"
#1981.010,"Mims, Thomas Puryear (American sculptor, 1906-1975)"
#1981.011,"Mims, Thomas Puryear (American sculptor, 1906-1975)"
#1981.012,Artist Unknown
#1981.013,Artist Unknown
#1981.014,"Fortini, Giovacchino (Italian sculptor, architect, and medalist, 1670-1736)"
#1981.015,"Marca-Relli, Conrad (American painter, 1913-2000)"
#1981.016,"Marca-Relli, Conrad (American painter, 1913-2000)"
#1981.017,"Marca-Relli, Conrad (American painter, 1913-2000)"
#1981.018,"Gottlieb, Adolph (American painter, 1903-1974)"
#1981.019,"Cohen, Bernard (British painter and printmaker, born 1933)"
#1981.020,"Ovenden, Graham (British painter and author, born 1943)"
#1981.021,"Ovenden, Graham (British painter and author, born 1943)"
#1981.022,"Smith, Richard (British painter, born 1931)"
#1981.023,"Smith, Richard (British painter, born 1931)"
#1981.024a,"Tucker, William (American sculptor, born 1935)"
#1981.024b,"Tucker, William (American sculptor, born 1935)"
#1981.024c,"Tucker, William (American sculptor, born 1935)"
#1981.024d,"Tucker, William (American sculptor, born 1935)"
#1981.024e,"Tucker, William (American sculptor, born 1935)"
#1981.024f,"Tucker, William (American sculptor, born 1935)"
#1981.024g,"Tucker, William (American sculptor, born 1935)"
#1981.024h,"Tucker, William (American sculptor, born 1935)"
#1981.024i,"Tucker, William (American sculptor, born 1935)"
#1981.024j,"Tucker, William (American sculptor, born 1935)"
#1981.026,"Rivers, Larry (American painter and sculptor, 1923-2002)"
#1981.027,"Lipton, Seymour (American sculptor, 1903-1986)"
#1981.028,"Levine, Les (Canadian sculptor and video artist, born 1935)"
#1981.029,"Nesbitt, Lowell (American painter, 1933-1993)"
#1981.030,"Paolozzi, Eduardo Luigi (British sculptor and printmaker, 1924-2005)"
#1981.031,Artist Unknown
#1981.032,"Mims, Thomas Puryear (American sculptor, 1906-1975)"
#1981.033,Artist Unknown
#1981.034,Artist Unknown
#1981.035,"Knippers, Edward (1946-)"
#1981.036,Artist Unknown
#1982.001,Artist Unknown
#1982.002,"Dalí, Salvador (Spanish painter and printmaker, 1904-1989)"
#1982.003,"Dalí, Salvador (Spanish painter and printmaker, 1904-1989)"
#1982.004,Artist Unknown
#1982.005,Artist Unknown
#1982.006,"Bechtold, Erwin (1925-, born Cologne, Germany)"
#1982.007,"Heras, Arturo (or Heras Sanz)  (1945-, born Valencia, Spain)"
#1982.008,"Hinterreiter, Hans (Swiss painter, born 1902-1989)"
#1982.009,"Kunkel, Don (1933-, born New Jersey)"
#1982.010,"Laabs, Hans (German painter, 1915-2004)"
#1982.011,"Quijada, Robert (American artist, 1937-1994)"
#1982.012,"Snelson, Kenneth (1927-2016, born Pendleton, OR, died New York, NY)"
#1982.013,"Tur Costa, Rafael (1927-, born Santa Eulalia, Ibiza, Spain)"
#1982.014,"Bechtold, Erwin (1925-, born Cologne, Germany)"
#1982.015,"Floris, Marcel (1914-2007)"
#1982.016,"Gomis, Joaquim (1902-1991, born Barcelona, Spain)"
#1982.017,"Hinterreiter, Hans (Swiss painter, born 1902-1989)"
#1982.018,"Kunkel, Don (1933-, born New Jersey)"
#1982.019,"Marca-Relli, Conrad (American painter, 1913-2000)"
#1982.020,"Marí Ribas, Antoni (Spanish painter, 1906-1974)"
#1982.021,"Martinez, Juan (Spanish painter, born 1942)"
#1982.022,"Hernández Pijuan, Joan (Spanish painter and printmaker, born 1931)"
#1982.023,"Tur Costa, Rafael (1927-, born Santa Eulalia, Ibiza, Spain)"
#1982.024,"Putten, Henk van (Dutch sculptor, born 1936)"
#1982.025,"Acisclo, Manzano (1940-)"
#1982.026,"Armengol, Rafael (Spanish painter and printmaker, born 1940)"
#1982.027,"Alvarez, Manuel Boix (1942-)"
#1982.028,"Evrard, Andre (1936-, born La Chaux-de-fonds, Switzerland)"
#1982.029,"Heras, Arturo (or Heras Sanz)  (1945-, born Valencia, Spain)"
#1982.030,"Herreyns, Gilbert (1943-, born Uccle, Belgium)"
#1982.031,"Kunkel, Don (1933-, born New Jersey)"
#1982.032,"Laabs, Hans (German painter, 1915-2004)"
#1982.033,"Martinez, Juan (Spanish painter, born 1942)"
#1982.034,"Pagliari, Giorgio (1933-, born Rome, Italy)"
#1982.035,"Quijada, Robert (American artist, 1937-1994)"
#1982.036,"Saura, Antonio (Spanish painter, 1930-1988)"
#1982.037,"Schlosser, Adolf (1939-)"
#1982.038,"Zao Wou-ki (French painter and printmaker, born in China, 1921-2013)"
#1982.039,"Floris, Marcel (1914-2007)"
#1982.040,"Gabino, Amadeo (Spanish sculptor, born 1922)"
#1982.041,"Gibson, Anita  (born Lima, Peru)"
#1982.042,"Hinterreiter, Hans (Swiss painter, born 1902-1989)"
#1982.043,"Micus, Eduard (German painter and sculptor, 1925-2000, active in Spain)"
#1982.044,"Marí Ribas, Antoni (Spanish painter, 1906-1974)"
#1982.045a,"Hernández Pijuan, Joan (Spanish painter and printmaker, born 1931)"
#1982.045b,"Hernández Pijuan, Joan (Spanish painter and printmaker, born 1931)"
#1982.046,"Tàpies, Antoni (Spanish painter, 1923-2012)"
#1982.047,"Teixidor, Ferran (Spanish painter, born 1936)"
#1982.048,"Tur Costa, Rafael (1927-, born Santa Eulalia, Ibiza, Spain)"
#1982.049,"Weber, Willy (1933-, born Berne, Switzerland)"
#1982.050,"Bechtold, Erwin (1925-, born Cologne, Germany)"
#1982.051,"Chillida, Eduardo (Spanish sculptor, architect, and printmaker, 1924-2002)"
#1982.052,"Herreyns, Gilbert (1943-, born Uccle, Belgium)"
#1982.053,"Kunkel, Don (1933-, born New Jersey)"
#1982.054,"Marca-Relli, Conrad (American painter, 1913-2000)"
#1982.055,"Marí Ribas, Antoni (Spanish painter, 1906-1974)"
#1982.056,"Micus, Eduard (1925-2000, born Höxter-Weser, Germany)"
#1982.057,"Puiggros, Pere (1942-)"
#1982.058,"Quijada, Robert (American artist, 1937-1994)"
#1982.059,"Schumacher, Emil (German painter, 1912-1999)"
#1982.060,"Vallmitjana Garrido, August (Spanish painter, born 1894)"
#1982.061,"Gerardia, Helen (Russian-American painter, born 1913)"
#1982.062,"Gerardia, Helen (Russian-American painter, born 1913)"
#1982.063,"Gerardia, Helen (Russian-American painter, born 1913)"
#1982.064,"Gerardia, Helen (Russian-American painter, born 1913)"
#1982.065,"Smith, Richard (British painter, born 1931)"
#1982.066,"Gaudier-Brzeska, Henri (French sculptor and draftsman, 1891-1915)"
#1982.067,"Goya, Francisco de (Spanish painter, printmaker, and draftsman, 1746-1828)"
#1982.068,"Dalí, Salvador (Spanish painter and printmaker, 1904-1989)"
#1982.069,"Dalí, Salvador (Spanish painter and printmaker, 1904-1989)"
#1982.070,"Dalí, Salvador (Spanish painter and printmaker, 1904-1989)"
#1982.071,"Dalí, Salvador (Spanish painter and printmaker, 1904-1989)"
#1982.072,"Dalí, Salvador (Spanish painter and printmaker, 1904-1989)"
#1982.073,"Dalí, Salvador (Spanish painter and printmaker, 1904-1989)"
#1982.074,"Dalí, Salvador (Spanish painter and printmaker, 1904-1989)"
#1982.075,"Dalí, Salvador (Spanish painter and printmaker, 1904-1989)"
#1982.076,"Dalí, Salvador (Spanish painter and printmaker, 1904-1989)"
#1982.077,"Dalí, Salvador (Spanish painter and printmaker, 1904-1989)"
#1982.078,"Dalí, Salvador (Spanish painter and printmaker, 1904-1989)"
#1982.079,"Dalí, Salvador (Spanish painter and printmaker, 1904-1989)"
#1982.080,"Agnetti, Vincenzo (Italian conceptual artist, 1926-1981)"
#1982.081,"Antin, Eleanor (American performance artist, conceptual artist, and photographer, born 1935)"
#1982.082,"Applebroog, Ida (American painter and sculptor, born 1929)"
#1982.083,"Atkinson, Conrad (British printmaker, born 1940)"
#1982.084,"Beuys, Joseph (German sculptor, performance artist, and printmaker, 1921-1986)"
#1982.085,"Burden, Chris (American sculptor, performance artist, and installation artist, born 1946)"
#1982.086,"Davis, Douglas Matthew (American video artist and critic, born 1933)"
#1982.087,"Fine, Jud (American sculptor, born 1944)"
#1982.088,"Fox, Terry (American video artist and sculptor, born 1943)"
#1982.089,"Fuller, R. Buckminster (American architect and inventor, 1895-1983)"
#1982.091,"Harrison, Margaret (British mixed-media artist, born 1940)"
#1982.094,"Levine, Les (Canadian sculptor and video artist, born 1935)"
#1982.095,"Schlossberg, Edwin (American artist, born 1945)"
#1982.096,"Shannon, Thomas (American sculptor and painter, born 1947)"
#1982.097,"Siler, Todd (American sculptor, born 1953)"
#1982.098,SITE
#1982.099,"Smyth, David (American painter, born 1943)"
#1982.100,"Wilke, Hannah (American sculptor, 1940-1993)"
#1982.101,Artist Unknown
#1982.102,Artist Unknown
#1982.103,Artist Unknown
#1982.104,Artist Unknown
#1982.105,Artist Unknown
#1983.001,"Dalí, Salvador (Spanish painter and printmaker, 1904-1989)"
#1983.002,"Dalí, Salvador (Spanish painter and printmaker, 1904-1989)"
#1983.003,"Tsukioka Yoshitoshi (Japanese painter, 1839-1892)"
#1983.004,"Delacroix, Eugène (French painter, 1798-1863)"
#1983.005,"Richardson, Deborah"
#1983.006,"Weems, Carrie Mae (American photographer, born 1953)"
#1983.007,"Hochstetler, T. Max (1964-)"
#1983.008,"Josephson, Laura"
#1983.009,"Robison, Sheryl"
#1983.010,Artist Unknown
#1983.011,"Smith, David (American sculptor, 1906-1965)"
#1983.012,"Lavender, Randall (b. 1956)"
#1983.013,Artist Unknown
#1983.014,Artist Unknown
#1983.015,Artist Unknown
#1983.016,Artist Unknown
#1983.018,"Bannard, Walter Darby (American painter, critic, born 1934)"
#1983.019,"Bryant, Olen (1927-2017, born Cookeville, TN)"
#1983.020,Artist Unknown
#1983.021,Artist Unknown
#1984.001,"Boynton, James W.  (1928-2010, born Fort Worth, TX, died Houston, TX)"
#1984.002,Joseph Fiore
#1984.003,Joseph Fiore
#1984.004,"Loberg, Robert W. (1927-1999, born Chicago, IL)"
#1984.005,"Loberg, Robert W. (1927-1999, born Chicago, IL)"
#1984.006,"Loberg, Robert W. (1927-1999, born Chicago, IL)"
#1984.007,"Mauke, Rudolf (German artist, born 1924)"
#1984.008,"Mauke, Rudolf (German artist, born 1924)"
#1984.009,"Mauke, Rudolf (German artist, born 1924)"
#1984.010,"Larraín, Emilio Rodríguez (Peruvian painter, born 1927)"
#1984.011,"Larraín, Emilio Rodríguez (Peruvian painter, born 1927)"
#1984.012,"Twardowicz, Stanley Jan (American painter and photographer, born 1917)"
#1984.013,"Wasserstein, Julius (American artist)"
#1984.014,"Wasserstein, Julius (American artist)"
#1984.015,"Lequire, Louise"
#1984.016,"Robertson, Jack"
#1984.017,"Robertson, Jack"
#1984.018,Artist Unknown
#1984.019,Artist Unknown
#1984.020,"Flaxman, John (English sculptor, draftsman, and designer, 1755-1826)"
#1984.021,"Flaxman, John (English sculptor, draftsman, and designer, 1755-1826)"
#1984.022,"Flaxman, John (English sculptor, draftsman, and designer, 1755-1826)"
#1984.023,"Flaxman, John (English sculptor, draftsman, and designer, 1755-1826)"
#1984.024,"Flaxman, John (English sculptor, draftsman, and designer, 1755-1826)"
#1984.025,"Flaxman, John (English sculptor, draftsman, and designer, 1755-1826)"
#1984.026,"Keene, Charles Samuel (British illustrator, 1823-1891)"
#1984.027,"Pugin, Augustus Welby Northmore (English architect and designer, 1812-1852)"
#1984.028,"Michel, Georges (1763-1843)"
#1984.029,"Daubigny, Charles François (French landscapist, 1817-1878)"
#1984.030,"Rousseau, Théodore (French painter, 1812-1867)"
#1984.031,"Renault, Charles Edmond  (1829-1905, born Paris, France)"
#1984.032,"Wilson, Benjamin (British painter and printmaker, 1721-1788)"
#1984.033,"Leaf, Ruth (American printmaker and author, contemporary)"
#1984.034,"Rue, De La (1922-, born Paris, France)"
#1984.035,"Léger, Fernand (French painter, 1881-1955)"
#1984.036,"Mims, Thomas Puryear (American sculptor, 1906-1975)"
#1984.037,"Handly, Avery (1913-1958)"
#1984.038,"Handly, Avery (1913-1958)"
#1984.039,"Howarth, Albany E. (British engraver, 1872-1936)"
#1984.040,Artist Unknown
#1984.041,"Dürer, Albrecht (1471-1528)"
#1984.043,Artist Unknown
#1984.044,Artist Unknown
#1984.045,"Bach, R."
#1984.046,"Smith, Peggy (painter, active 20th century)"
#1984.047,Cordnin
#1984.048,"Janson, Jonathan (American artist, born 1950)"
#1984.049,"Larraín, Emilio Rodríguez (Peruvian painter, born 1927)"
#1984.050,"Larraín, Emilio Rodríguez (Peruvian painter, born 1927)"
#1985.001,Artist Unknown
#1985.002,Artist Unknown
#1985.003,"Peirce, Waldo (American painter, 1884-1970)"
#1985.004,"Thayer, Abbott Handerson (American painter and naturalist, 1849-1921)"
#1985.005,"Sintenis, Renée (German sculptor, printmaker, and illustrator, 1888-1965)"
#1985.006,"Robertson, Jack"
#1985.007,"Pogue, Stephanie E. (American printmaker, born 1944)"
#1985.008,"Tayler, Frederick (English painter and printmaker, 1802-1889)"
#1985.009,"Topolski, Feliks (Polish painter and draftsman, 1907-1989)"
#1985.011,Artist Unknown
#1985.013,"Hochstetler, T. Max"
#1985.014,"Brangwyn, Frank (English painter and graphic artist, 1867-1956)"
#1985.015,"Haverford Painter (Greek vase painter, active ca. 375-ca. 350 BCE in Apulia)"
#1985.016,"Junkin, Marion Montague (American painter, sculptor, and etcher, 1905-1977)"
#1985.017,"Drevet, Pierre (French engraver, 1663-1738)"
#1985.018,"Nanteuil, Robert (French painter, printmaker, and draftsman, 1623-1678)"
#1985.019,"Cheffetz, Asa (American printmaker, 1896-1965)"
#1985.020,"Clairey, Irene"
#1985.021,Artist Unknown
#1985.022,Artist Unknown
#1985.023,Artist Unknown
#1985.024,Artist Unknown
#1985.025,Artist Unknown
#1985.026,Artist Unknown
#1985.027,Artist Unknown
#1985.028,Artist Unknown
#1985.029,Artist Unknown
#1985.030,Artist Unknown
#1985.031,Artist Unknown
#1985.032,Artist Unknown
#1985.033,Artist Unknown
#1985.034,Artist Unknown
#1985.035,Artist Unknown
#1985.036,Artist Unknown
#1985.037,Artist Unknown
#1985.038,Artist Unknown
#1985.039,Artist Unknown
#1985.040,Artist Unknown
#1985.041,Artist Unknown
#1985.042,Artist Unknown
#1985.043,Artist Unknown
#1985.044,Artist Unknown
#1985.045,Artist Unknown
#1985.046,Artist Unknown
#1985.047,Artist Unknown
#1985.048,Artist Unknown
#1985.049,Artist Unknown
#1985.050,Artist Unknown
#1985.051,Artist Unknown
#1985.052,Artist Unknown
#1985.053,Artist Unknown
#1985.054,Artist Unknown
#1985.055,Artist Unknown
#1985.056,Artist Unknown
#1985.057,Artist Unknown
#1985.058,Artist Unknown
#1985.059,Artist Unknown
#1985.060,Artist Unknown
#1985.061,Artist Unknown
#1985.062,Artist Unknown
#1985.063,Artist Unknown
#1985.064,Artist Unknown
#1985.065,Artist Unknown
#1985.066,Artist Unknown
#1985.067,Artist Unknown
#1985.068,Artist Unknown
#1985.069,Artist Unknown
#1985.070,Artist Unknown
#1985.071,Artist Unknown
#1985.072,Artist Unknown
#1985.073,Artist Unknown
#1985.074,Artist Unknown
#1985.075,Artist Unknown
#1985.076,Artist Unknown
#1985.077,Artist Unknown
#1985.078,Artist Unknown
#1985.079,Artist Unknown
#1985.080,Artist Unknown
#1985.081,Artist Unknown
#1985.082,Artist Unknown
#1985.083,Artist Unknown
#1985.084,Artist Unknown
#1985.085,Artist Unknown
#1985.086,Artist Unknown
#1985.087,Artist Unknown
#1985.088,Artist Unknown
#1985.089,Artist Unknown
#1985.090,Artist Unknown
#1985.091,Artist Unknown
#1985.092,Artist Unknown
#1985.093,Artist Unknown
#1985.094,Artist Unknown
#1985.095,Artist Unknown
#1985.096,Artist Unknown
#1985.097,Artist Unknown
#1985.098,Artist Unknown
#1985.099,Artist Unknown
#1985.100,Artist Unknown
#1985.101a,"Pecsenke, Joseph A. (1942-1989)"
#1985.101b,"Pecsenke, Joseph A. (1942-1989)"
#1985.101c,"Pecsenke, Joseph A. (1942-1989)"
#1985.101d,"Pecsenke, Joseph A. (1942-1989)"
#1985.101e,"Pecsenke, Joseph A. (1942-1989)"
#1985.101f,"Pecsenke, Joseph A. (1942-1989)"
#1985.101g,"Pecsenke, Joseph A. (1942-1989)"
#1985.101h,"Pecsenke, Joseph A. (1942-1989)"
#1985.101i,"Pecsenke, Joseph A. (1942-1989)"
