accession_number,qid,label_en,description_en,creator,instance_of,inception_val,inception_earliest_date_val,inception_latest_date_val,height_val,width_val,thickness_val,diameter_val,style_period,rights,media_url,status
1979.0937P,Q103306643,"Plate 22 from Au Bal Masqué (5th suite) Ah! bien, tu es bonne, toi, d'apporter tes rafraichissements-",print by Edouard de Beaumont,Q2958342,Q11060274,1861-01-01T00:00:00Z,,,12.25,9.5,,,,,https://forum.jstor.org/assets/26755149/representation-view,inception prior to copyright cutoff
1979.0938P,Q103306652,"Plate 23 from Au Bal Masqué (5th suite) Pamela, tu viens encore de parler a mon Alfred-",print by Edouard de Beaumont,Q2958342,Q11060274,1861-01-01T00:00:00Z,,,12.25,9.5,,,,,https://forum.jstor.org/assets/26755150/representation-view,inception prior to copyright cutoff
1979.0939P,Q103306660,Plate 24 from Au Bal Masqué (5th suite) —Partons-nous  LE PIERROT (a moitie endormi),print by Edouard de Beaumont,Q2958342,Q11060274,1861-01-01T00:00:00Z,,,12.25,9.5,,,,,https://forum.jstor.org/assets/26755151/representation-view,inception prior to copyright cutoff
1979.0940P,Q103306666,"Plate 25 from Au Bal Masqué (5th suite) —Je peux bien faire joujou avec lui,",print by Edouard de Beaumont,Q2958342,Q11060274,1861-01-01T00:00:00Z,,,12.25,9.5,,,,,https://forum.jstor.org/assets/26755152/representation-view,inception prior to copyright cutoff
1979.0942P,Q103306687,Plate 28 from Au Bal Masqué (5th suite) —Avec qui es-tu dans cette loge,print by Edouard de Beaumont,Q2958342,Q11060274,1861-01-01T00:00:00Z,,,12.25,9.5,,,,,https://forum.jstor.org/assets/26755154/representation-view,inception prior to copyright cutoff
1979.0927P,Q106567548,Plate 2 from Au Bal Masqué (6th suite),print by Edouard de Beaumont,Q2958342,Q11060274,1861-01-01T00:00:00Z,,,11.5,9.5,,,,,https://forum.jstor.org/assets/26755139/representation-view,inception prior to copyright cutoff
1979.0925P,Q106567555,Plate 3 from Canotiers et Canotieres (Boaters and Boaters) (1st suite) ,print by Edouard de Beaumont,Q2958342,Q11060274,1861-01-01T00:00:00Z,,,14.25,16.75,,,,,https://forum.jstor.org/assets/26755137/representation-view,inception prior to copyright cutoff
1978.084 b&f,Q103312564,Yokohama Kaiko Kenbunshi (Information about the opening of the Port of Yokohama),artist's book by Sadahide,Q3552727,Q1062404,1862-01-01T00:00:00Z,,,9.75,7,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754126/representation-view,inception prior to copyright cutoff
1969.040,Q103310035,The Pickett Guard,sculpture by John Rogers,Q143750,Q860861,1862-01-01T00:00:00Z,,,14.5,10,7.75,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753587/representation-view,inception prior to copyright cutoff
1972.047,Q105092190,The Kabuki Actor Bando Hikosaburo as Keitsu Hogen,print by Chikuyodo,Q105090069,Q11060274,1863-01-01T00:00:00Z,,,14.25,9.75,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753813/representation-view,inception prior to copyright cutoff
1965.004,Q102963945,Cranbrook,print by Seymour Haden,Q946578,Q11060274,1863-01-01T00:00:00Z,,,5.75,8.75,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753484/representation-view,inception prior to copyright cutoff
1972.038,Q103309895,"The Kabuki Actors Ichikawa Ebijuro as Katsuma Takubei, Ichikawa Ichizo",print by Utagawa Kunisada,Q467427,Q11060274,1863-01-01T00:00:00Z,,,13.75,9.5,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753804/representation-view,inception prior to copyright cutoff
1957.026,Q103296659,Aiguiere de crystal de Roche,print by Jules Ferdinand Jacquemart,Q79988298,Q11060274,1864-01-01T00:00:00Z,,,13.5,9.85,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753442/representation-view,inception prior to copyright cutoff
1957.029,Q103298894,Coupe de Jaspe de Sicile,print by Jules Ferdinand Jacquemart,Q79988298,Q11060274,1864-01-01T00:00:00Z,,,13.5,9.85,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753445/representation-view,inception prior to copyright cutoff
1957.028,Q103299341,Drageoir de cristal de Roche,print by Jules Ferdinand Jacquemart,Q79988298,Q11060274,1864-01-01T00:00:00Z,,,13.5,9.85,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753444/representation-view,inception prior to copyright cutoff
1957.025,Q103299612,Epee de Francois I,print by Jules Ferdinand Jacquemart,Q79988298,Q11060274,1864-01-01T00:00:00Z,,,13.5,9.85,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753441/representation-view,inception prior to copyright cutoff
1957.023,Q103311907,Vase Antique de Sardoine,print by Jules Ferdinand Jacquemart,Q79988298,Q11060274,1864-01-01T00:00:00Z,,,13.5,10,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753439/representation-view,inception prior to copyright cutoff
1957.030,Q103312039,Verre de cristal de Roche,print by Jules Ferdinand Jacquemart,Q79988298,Q11060274,1864-01-01T00:00:00Z,,,13.5,9.85,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753446/representation-view,inception prior to copyright cutoff
1989.013,Q102975726,Une Pastorale,print by Charles Émile Jacque,Q125409,Q11060274,1864-01-01T00:00:00Z,,,6,8.75,,,,,https://forum.jstor.org/assets/26756221/representation-view,inception prior to copyright cutoff
1989.011,Q103302261,L'Ete (The Summer),print by Charles Émile Jacque,Q125409,Q11060274,1864-01-01T00:00:00Z,,,5.25,3.75,,,,,https://forum.jstor.org/assets/26756219/representation-view,inception prior to copyright cutoff
1989.012,Q103306374,Pastorale,print by Charles Émile Jacque,Q125409,Q11060274,1864-01-01T00:00:00Z,,,5.25,4.25,,,,,https://forum.jstor.org/assets/26756220/representation-view,inception prior to copyright cutoff
1957.022,Q103306382,Patene du chalice du Suger,print by Jules Ferdinand Jacquemart,Q79988298,Q11060274,1864-01-01T00:00:00Z,,,13,9.5,,,,,https://forum.jstor.org/assets/26753438/representation-view,inception prior to copyright cutoff
1976.006,Q102974151,"The Fall of Richmond, Va. on the Night of April 2nd, 1865",print by Currier & Ives,Q1144898,Q11060274,1865-01-01T00:00:00Z,,,9.75,13.5,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753996/representation-view,inception prior to copyright cutoff
1965.001,Q102974237,"The Hare, after Albert de Balleroy",print by Félix Bracquemond,Q633574,Q11060274,1865-01-01T00:00:00Z,,,6.5,9.75,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753481/representation-view,inception prior to copyright cutoff
1979.0226P,Q103312440,Woman Winding Yarn,painting by Carel Jozeph Grips,Q18516464,Q3305213,1865-01-01T00:00:00Z,1864-01-01T00:00:00Z,1865-01-01T00:00:00Z,16.5,13,,,,,https://forum.jstor.org/assets/26754437/representation-view,inception prior to copyright cutoff
1981.007,Q102974631,"The Old Homestead, Wyoming Valley",painting by Jasper Francis Cropsey,Q1451318,Q3305213,1865-01-01T00:00:00Z,,,13,18,,,,,https://forum.jstor.org/assets/26755581/representation-view,inception prior to copyright cutoff
1979.0268P,Q106577500,Visiting the Poor,painting by Paul Seignac,Q18508577,Q3305213,1865-01-01T00:00:00Z,,,14.5,17.5,,,,,https://forum.jstor.org/assets/26754479/representation-view,inception prior to copyright cutoff
1965.019,Q102975536,Twickenham Church,print by Seymour Haden,Q946578,Q11060274,1865-01-01T00:00:00Z,,,5.75,8.75,,,,,https://forum.jstor.org/assets/26753499/representation-view,inception prior to copyright cutoff
1972.028,Q103309859,The Kabuki Actor Kawarazaki Gonjuri as Omon,print by Kunichika Toyohara,Q2738241,Q11060274,1867-01-01T00:00:00Z,,,14.25,9.5,,,Edo (Japanese period),NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753794/representation-view,inception prior to copyright cutoff
1978.165ab,Q104033144,Zoho Ukiyo E Ruiko,artist's book by Artist Unknown 1978.165ab,Q4233718,Q1062404,1867-01-01T00:00:00Z,,,9.25,6.5,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754207/representation-view,inception prior to copyright cutoff
1978.161ab,Q103296133,(Shinzo) Ukiyo E Ruiko; two volumes,artist's book by Artist Unknown,Q4233718,Q1062404,1868-01-01T00:00:00Z,,,9.5,6.25,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754203/representation-view,inception prior to copyright cutoff
1974.007,Q103309565,The Bathers,print by Winslow Homer,Q344838,Q11060274,1868-01-01T00:00:00Z,,,19.5,8.75,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753898/representation-view,inception prior to copyright cutoff
1988.092,Q102961621,American Homestead Summer,print by Currier & Ives,Q1144898,Q11060274,1868-01-01T00:00:00Z,,,8.5,13.5,,,,,https://forum.jstor.org/assets/26756152/representation-view,inception prior to copyright cutoff
1988.094,Q102961627,American Homestead Winter,print by Currier & Ives,Q1144898,Q11060274,1868-01-01T00:00:00Z,,,8.5,13.5,,,,,https://forum.jstor.org/assets/26756154/representation-view,inception prior to copyright cutoff
1995.062,Q102961960,Battersea Bridge,print by Seymour Haden,Q946578,Q11060274,1868-01-01T00:00:00Z,,,9.75,12.25,,,,,https://forum.jstor.org/assets/26757663/representation-view,inception prior to copyright cutoff
1965.025,Q103296439,"A Dwarf of Philip IV, after Velasquez",print by Frédéric Laguillermie,Q20950183,Q11060274,1869-01-01T00:00:00Z,,,8.25,6.75,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753505/representation-view,inception prior to copyright cutoff
1988.093,Q102961610,American Homestead Autumn,print by Currier & Ives,Q1144898,Q11060274,1869-01-01T00:00:00Z,,,8.5,13.5,,,,,https://forum.jstor.org/assets/26756153/representation-view,inception prior to copyright cutoff
1988.091,Q102961616,American Homestead Spring,print by Currier & Ives,Q1144898,Q11060274,1869-01-01T00:00:00Z,,,8.5,13.5,,,,,https://forum.jstor.org/assets/26756151/representation-view,inception prior to copyright cutoff
1979.0786P,Q104017130,Scene in Florida,painting by Frankenstein,,Q3305213,1870-01-01T00:00:00Z,,,2.5,2.75,,,,COPYRIGHT UNDETERMINED,https://forum.jstor.org/assets/26754997/representation-view,inception prior to copyright cutoff
1979.0787P,Q105095779,Oil Sketch,painting by Frankenstein 1979.0787P,,Q3305213,1870-01-01T00:00:00Z,,,2.75,4.25,2.75,,,COPYRIGHT UNDETERMINED,https://forum.jstor.org/assets/26754998/representation-view,inception prior to copyright cutoff
1979.0788P,Q105095780,Oil Sketch,painting by Frankenstein 1979.0788P,,Q3305213,1870-01-01T00:00:00Z,,,5.25,6,,,,COPYRIGHT UNDETERMINED,https://forum.jstor.org/assets/26754999/representation-view,inception prior to copyright cutoff
1979.0789P,Q105095782,Oil Sketch,painting by Frankenstein 1979.0789P,,Q3305213,1870-01-01T00:00:00Z,,,4.5,5.25,,,,COPYRIGHT UNDETERMINED,https://forum.jstor.org/assets/26755000/representation-view,inception prior to copyright cutoff
1979.0790P,Q105095771,Oil Sketch of Florida,painting by Frankenstein 1979.0790P,,Q3305213,1870-01-01T00:00:00Z,,,2.25,3,,,,COPYRIGHT UNDETERMINED,https://forum.jstor.org/assets/26755001/representation-view,inception prior to copyright cutoff
1979.0791P,Q105095772,Oil Sketch of Florida,painting by Frankenstein 1979.0791P,,Q3305213,1870-01-01T00:00:00Z,,,2.25,3,,,,COPYRIGHT UNDETERMINED,https://forum.jstor.org/assets/26755002/representation-view,inception prior to copyright cutoff
1979.0792P,Q105095773,Oil Sketch of Florida,painting by Frankenstein 1979.0792P,,Q3305213,1870-01-01T00:00:00Z,,,2.25,3,,,,COPYRIGHT UNDETERMINED,https://forum.jstor.org/assets/26755003/representation-view,inception prior to copyright cutoff
1979.0793P,Q105095775,Oil Sketch of Florida,painting by Frankenstein 1979.0793P,,Q3305213,1870-01-01T00:00:00Z,,,2.5,3,,,,COPYRIGHT UNDETERMINED,https://forum.jstor.org/assets/26755004/representation-view,inception prior to copyright cutoff
1979.0794P,Q105095776,Oil Sketch of Florida,painting by Frankenstein 1979.0794P,,Q3305213,1870-01-01T00:00:00Z,,,2.25,3,,,,COPYRIGHT UNDETERMINED,https://forum.jstor.org/assets/26755005/representation-view,inception prior to copyright cutoff
1979.0795P,Q105095777,Oil Sketch of Florida,painting by Frankenstein 1979.0795P,,Q3305213,1870-01-01T00:00:00Z,,,2.25,3,,,,COPYRIGHT UNDETERMINED,https://forum.jstor.org/assets/26755006/representation-view,inception prior to copyright cutoff
1976.005,Q102964112,"Death of General Robert E. Lee: At Lexington, Va., October 12th, 1870, Aged, 62 Years, 8 Months and 6 Days",print by Currier & Ives,Q1144898,Q11060274,1870-01-01T00:00:00Z,,,9.75,12.75,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753995/representation-view,inception prior to copyright cutoff
1969.070,Q102968471,"Mask, Representing an Antelope",work of art by Artist Unknown,Q4233718,Q838948,1870-01-01T00:00:00Z,,,7.25,11.75,3.5,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753617/representation-view,inception prior to copyright cutoff
1979.0223P,Q103308141,Seated Woman,painting by Jules Adolphe Goupil,Q18600486,Q3305213,1870-01-01T00:00:00Z,,,13.5,10.5,,,,,https://forum.jstor.org/assets/26754434/representation-view,inception prior to copyright cutoff
1979.0913P,Q102962882,Burial of Dead in the Snow,print by Auguste Andre Lancon,Q2871039,Q11060274,1870-01-01T00:00:00Z,,,7.5,11.5,,,,,https://forum.jstor.org/assets/26755125/representation-view,inception prior to copyright cutoff
1965.028,Q102974808,The Thames at Richmond,print by Maxime Lalanne,Q2059329,Q11060274,1871-01-01T00:00:00Z,,,6,9.5,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753508/representation-view,inception prior to copyright cutoff
1965.038,Q102968700,Moonrise on the Ternin,print by Philip Gilbert Hamerton,Q2086752,Q11060274,1871-01-01T00:00:00Z,,,7.25,10.25,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753518/representation-view,inception prior to copyright cutoff
1969.041,Q103307579,Rip Van Winkle at Home,sculpture by John Rogers,Q143750,Q860861,1871-01-01T00:00:00Z,,,18.5,11,9,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753588/representation-view,inception prior to copyright cutoff
1999.172gg,Q102961549,"Album du Siége, Title page from Recueil de Caricatures Publieé Pendant le Siége dans Le Charivari",print by Honoré Daumier and Cham,Q187506,Q11060274,1871-01-01T00:00:00Z,,,,,,,,,https://forum.jstor.org/assets/26758365/representation-view,inception prior to copyright cutoff
1999.172z,Q102963106,"Ce pauver henri iv voyant, from Album du Siége",print by Honoré Daumier and Cham,Q187506,Q11060274,1871-01-01T00:00:00Z,,,,,,,,,https://forum.jstor.org/assets/26758384/representation-view,inception prior to copyright cutoff
1999.172c,Q102963113,Ceci a tué cela. (This has done away with that.) from Album du Siége,print by Honoré Daumier and Cham,Q187506,Q11060274,1871-01-01T00:00:00Z,,,,,,,,,https://forum.jstor.org/assets/26758356/representation-view,inception prior to copyright cutoff
1999.172g,Q102964795,Epouvantee de l'heritage. (Appalled at the consequences of war.) from Album du Siége,print by Honoré Daumier and Cham,Q187506,Q11060274,1871-01-01T00:00:00Z,,,,,,,,,https://forum.jstor.org/assets/26758364/representation-view,inception prior to copyright cutoff
1999.172w,Q102966567,"J'ai besoin de quitter Paris-., from Album du Siége",print by Honoré Daumier and Cham,Q187506,Q11060274,1871-01-01T00:00:00Z,,,,,,,,,https://forum.jstor.org/assets/26758381/representation-view,inception prior to copyright cutoff
1999.172p,Q102966676,Je me suis mis dans les volontaires! from Album du Siége,print by Honoré Daumier and Cham,Q187506,Q11060274,1871-01-01T00:00:00Z,,,,,,,,,https://forum.jstor.org/assets/26758374/representation-view,inception prior to copyright cutoff
1999.172f,Q102967108,"L'empire c'est la paix. (The Empire means peace.), from Album du Siége",print by Honoré Daumier and Cham,Q187506,Q11060274,1871-01-01T00:00:00Z,,,,,,,,,https://forum.jstor.org/assets/26758362/representation-view,inception prior to copyright cutoff
1999.172i,Q102967263,"Laissez appuyer moa-, from Album du Siége",print by Honoré Daumier and Cham,Q187506,Q11060274,1871-01-01T00:00:00Z,,,,,,,,,https://forum.jstor.org/assets/26758367/representation-view,inception prior to copyright cutoff
1999.172t,Q102967952,"Le danger de manger, from Album du Siége",print by Honoré Daumier and Cham,Q187506,Q11060274,1871-01-01T00:00:00Z,,,,,,,,,https://forum.jstor.org/assets/26758378/representation-view,inception prior to copyright cutoff
1999.172ff,Q102967989,"Le revers de la Médaille de Sainte-Hélène. (The reverse side of the Medal of Sainte-Hélène.), from Album du Siége",print by Honoré Daumier and Cham,Q187506,Q11060274,1871-01-01T00:00:00Z,,,,,,,,,https://forum.jstor.org/assets/26758363/representation-view,inception prior to copyright cutoff
1999.172n,Q102968023,"Les fuyards se dissimulant, from Album du Siége",print by Honoré Daumier and Cham,Q187506,Q11060274,1871-01-01T00:00:00Z,,,,,,,,,https://forum.jstor.org/assets/26758372/representation-view,inception prior to copyright cutoff
1999.172m,Q102968043,Les Prussiens m'ont donne un ciagre! from Album du Siége,print by Honoré Daumier and Cham,Q187506,Q11060274,1871-01-01T00:00:00Z,,,,,,,,,https://forum.jstor.org/assets/26758371/representation-view,inception prior to copyright cutoff
1999.172q,Q102968302,"Madame Putois, j'aurais tout de meme jamais, from Album du Siége",print by Honoré Daumier and Cham,Q187506,Q11060274,1871-01-01T00:00:00Z,,,,,,,,,https://forum.jstor.org/assets/26758375/representation-view,inception prior to copyright cutoff
1999.172r,Q102968316,"Maintenant j'adore les gens greles, from Album du Siége",print by Honoré Daumier and Cham,Q187506,Q11060274,1871-01-01T00:00:00Z,,,,,,,,,https://forum.jstor.org/assets/26758376/representation-view,inception prior to copyright cutoff
1999.172x,Q102968671,"Modes Parisiennes en prévision-, from Album du Siége",print by Honoré Daumier and Cham,Q187506,Q11060274,1871-01-01T00:00:00Z,,,,,,,,,https://forum.jstor.org/assets/26758382/representation-view,inception prior to copyright cutoff
1999.172b,Q102968675,"Moi, je suis ravitaille!-, from Album du Siége",print by Honoré Daumier and Cham,Q187506,Q11060274,1871-01-01T00:00:00Z,,,,,,,,,https://forum.jstor.org/assets/26758354/representation-view,inception prior to copyright cutoff
