orcid,givenNames,familyName,startDate,endDate,department,organization
0000-0001-6567-9059,Anne,Kenworthy,2001-11,2018-08,Molecular Physiology and Biophysics,Vanderbilt University School of Medicine
0000-0002-1200-3116,David,Piston,1992-10-01,2014-12-31,Molecular Physiology & Biophysics,Vanderbilt University
0000-0001-8728-3346,Aaron,Bowman,2006-08-01,2018-07-01,Department of Pediatrics,Vanderbilt University Medical Center
0000-0002-1541-579X,Christopher,Williams,2017-11-01,,,Vanderbilt University School of Medicine
0000-0002-1541-579X,Christopher,Williams,2016,,,Vanderbilt University School of Medicine
0000-0002-1541-579X,Christopher,Williams,2016,,School of Medicine,Vanderbilt University School of Medicine
0000-0002-1541-579X,Christopher,Williams,2014,,Medicine/GI,Vanderbilt University School of Medicine
0000-0002-1541-579X,Christopher,Williams,2007-07,,Medicine/GI,Vanderbilt University School of Medicine
0000-0001-8622-9284,M. Brandon,Smith,2020-09-01,,Electrical Engineering,Vanderbilt University
0000-0001-8622-9284,M. Brandon,Smith,2018-07-01,2020-05-05,Electrical Engineering,Vanderbilt University
0000-0001-8622-9284,M. Brandon,Smith,2017-08-15,2018-06-30,Computer Science,Vanderbilt University
0000-0002-0411-1782,Ramkumar,Rajendran,2016-08-01,2018-07-31,EECS,Vanderbilt University
0000-0002-2819-7584,Danila,Barskiy,2015-10-13,2017-03-31,Radiology abd radiological sciences,Vanderbilt University Medical Center
0000-0001-7814-3288,Patrick,Evans,2016-01-04,,Genetic Medicine,Vanderbilt University Medical Center
0000-0003-2961-7509,Larry,Isaac,2004-08-15,,Sociology,Vanderbilt University
0000-0003-4968-2471,Adele,Stewart,2014-08-01,2016-05-31,Pharmacology,Vanderbilt University
0000-0002-8417-6569,GEN,LI,2018-05,,Anesthesiology,Vanderbilt University Medical Center
0000-0003-2651-2445,Aaron,Kipp,2009-08-15,2019-08-31,Medicine (Epidemiology),Vanderbilt University Medical Center
0000-0002-6047-1221,Bo,Wang,2019-03,,Chemical and Biomolecular Engineering,Vanderbilt University
0000-0003-3024-1705,Junfeng,Xia,2010-09,2013-04,Biomedical Informatics,Vanderbilt University
0000-0002-0635-6716,Ryan,Bauer,2018-03-13,2021-02-28,Nephrology,Vanderbilt University Medical Center
0000-0002-9886-9374,congbao,kang,2007,2009-11,Center for Structure biology,Vanderbilt University
0000-0003-1750-4793,Melanie,Ohi,2007-07-01,2018-08-31,Cell and Developmental Biology,Vanderbilt University
0000-0003-1725-2805,Edward,Levine,2015-08-01,,Ophthalmology & Visual Sciences,Vanderbilt University School of Medicine
0000-0002-6752-2909,Rodolfo,Montez,2012-08-15,2016-02-18,Department of Physics and Astronomy,Vanderbilt University
0000-0002-0331-3307,Joe-Elie,Salem,2018-10-01,,"Clinical Pharmacology, Cardio-Oncology",Vanderbilt University Medical Center
0000-0001-9291-689X,William H.,Robinson,2003-09-01,,,Vanderbilt University
0000-0001-5532-1352,Benjamin,Tamber-Rosenau,2012-10,2016-06,Psychology,Vanderbilt University
0000-0001-5532-1352,Benjamin,Tamber-Rosenau,2010-10,2016-06,Psychology,Vanderbilt University
0000-0001-6676-6648,Stellor,Nlandu Khodo,2014-08-01,,BIOLOGY/NEPHROLOGY,Vanderbilt University
0000-0002-4906-7084,Sarah,Cook,2018-03,,VICTR,Vanderbilt University Medical Center
0000-0001-7361-7480,zhongliang,zu,2018-07-01,,Radiology,Vanderbilt University
0000-0002-4968-4306,Thomas,Aune,1995-07-01,,Medicine,Vanderbilt University School of Medicine
0000-0002-1176-8491,Rekha,Gautam,2018-03-16,,Biomedical Engineering,Vanderbilt University
0000-0003-3880-0874,Gabriel,Perez,2018-09-01,,Civil and Environmental Engineering,Vanderbilt University
0000-0003-0356-9481,Mallory,Blasingame,2016,,Center for Knowledge Management,Vanderbilt University Medical Center
0000-0003-0356-9481,Mallory,Blasingame,2014,2016,Eskind Biomedical Library,Vanderbilt University Medical Center
0000-0002-1374-7176,Derek P,Claxton,2014-06,,Molecular Physiology and Biophysics,Vanderbilt University
0000-0001-6243-3432,Aaron,Aday,2018,,Division of Cardiovascular Medicine,Vanderbilt University Medical Center
0000-0001-9484-1297,LeTizia,Smith,2015-08-01,,nursing,Vanderbilt University School of Nursing
0000-0003-4888-6771,Yi-Wei,Tang,1998-07,2011-11,,Vanderbilt University Medical Center
0000-0002-8571-1885,Michael,Gooch,2011-08,,,Vanderbilt University School of Nursing
0000-0002-8571-1885,Michael,Gooch,2001-07,,LifeFlight,Vanderbilt University Medical Center
0000-0002-6879-5343,Brian,Lindman,2017-04-15,,Cardiovascular Medicine,Vanderbilt University Medical Center
0000-0003-2701-1917,George,Nelson,2014-07-01,,"Department of Medicine, Division of Infectious Diseases",Vanderbilt University Medical Center
0000-0003-2701-1917,George,Nelson,2006,2009,,Vanderbilt University School of Medicine
0000-0002-5163-7904,Sean,Anderson,2015-07-01,,Physical Medicine and Rehabilitation,Vanderbilt University Medical Center
0000-0002-2016-9255,LaTanya,Dixon,2018-08,2020-11,"Leadership, Policy, and Organizations",Vanderbilt University Peabody College of Education and Human Development
0000-0001-8165-5321,Eduard,Vasilevskis,2008-08-01,,Medicine,Vanderbilt University Medical Center
0000-0002-7457-7422,Carrie,Shaffer,2012-08-01,2016-08-31,"Pathology, Microbiology, and Immunology",Vanderbilt University Medical Center
0000-0002-5301-9034,Muhammed Fatih,Dogan,2009-10-01,2011-05-12,Learning & Instruction-Mathematics Education,Vanderbilt University Peabody College of Education and Human Development
0000-0003-2292-9147,Allison,McCoy,2018-08-01,,Biomedical Informatics,Vanderbilt University Medical Center
0000-0002-8446-4114,Robert Daniel,Beauchamp,2016-05-01,,Section of Surgical Sciences,Vanderbilt University Medical Center
0000-0002-8446-4114,Robert Daniel,Beauchamp,1994-12-01,2016-04-31,Section of Surgical Sciences and department of Surgery,Vanderbilt University School of Medicine
0000-0002-8446-4114,Robert Daniel,Beauchamp,1987-07-01,1989-06-31,Cell Biology and Surgery,Vanderbilt University School of Medicine
0000-0002-5354-3899,Eric,Gehrie,2012-07-01,2013-06-30,Pathology,Vanderbilt University Medical Center
0000-0002-5354-3899,Eric,Gehrie,2011-07-01,2012-06-30,"Pathology, Microbiology & Immunology",Vanderbilt University
0000-0002-5354-3899,Eric,Gehrie,2010-07-01,2011-06-30,Pathology,Vanderbilt University Medical Center
0000-0002-0169-5006,Jozef,Zienkiewicz,,,Medicine,Vanderbilt University School of Medicine
0000-0003-0255-574X,Poppy,Schoenberg,2016-05-22,,Osher Center for Integrative Medicine,Vanderbilt University Medical Center
0000-0002-5770-627X,Bryan,Millis,2017,,Cell and Developmental Biology and Biomedical Engineering,Vanderbilt University
0000-0002-5770-627X,Bryan,Millis,2016,2017,Cell Imaging Shared Resource (CISR),Vanderbilt University
0000-0002-5770-627X,Bryan,Millis,2015,2016,Cell and Developmental Biology,Vanderbilt University
0000-0002-2464-7314,Md Sadequr,Rahman,2020-08-24,,Biological Sciences,Vanderbilt University
0000-0001-7014-4673,Ann,Primus Berends,2006,2009,Peabody College,Vanderbilt University
0000-0002-2632-4703,Joseph,Dunlap,2015-07-26,,Radiation Oncology,Vanderbilt University Medical Center
0000-0003-0022-6897,Austin,Southard-Smith,2018-08-07,2020-07-24,Department of Cell and Developmental Biology,Vanderbilt University
0000-0001-5531-796X,Margareta,Clarke,,,Neuro-Immunology,Vanderbilt University Medical Center
0000-0003-1407-0272,Kathryn,McEwen,2012,2013,Center for Teaching,Vanderbilt University
0000-0001-9540-1015,Wei,Li,2014-09-01,,Division of Gastroenterology,Vanderbilt University Medical Center
0000-0002-5161-8682,Joseph,Prinsen,2014,,Medicine,Vanderbilt University School of Medicine
0000-0003-0432-2704,Leonard,Bacharier,2020-08-01,,Pediatrics,Vanderbilt University Medical Center
0000-0002-8161-8843,Harikrishna,Sekar Jayanthan,2017-05,,Center for Structural Biology/ Oncology Unit,Vanderbilt University School of Medicine
0000-0002-2555-4101,Melissa,Mallon,2015,,University Libraries,Vanderbilt University
0000-0003-2981-844X,Prassanna,Rao,2019-01-01,,Biochemistry,Vanderbilt University
0000-0002-7788-1980,Roger,Johnson,1968-09-01,1986-08-31,Physiology,Vanderbilt University
0000-0003-2445-1511,Edward,Warga,2013-08,2016-09,"Library, Scholarly Communications",Vanderbilt University
0000-0003-0564-4019,Kwo-Kwang,Wang,2012-06,2013-05,Department of Chemistry,Vanderbilt University
0000-0001-8286-8732,Kevin,Bradley,2009,2011,Division of Genetic Medicine,Vanderbilt University Medical Center
0000-0001-8286-8732,Kevin,Bradley,2002,2009,Division of Genetic Medicine,Vanderbilt University Medical Center
0000-0001-8286-8732,Kevin,Bradley,2000,2002,Division of Genetic Medicine,Vanderbilt University Medical Center
0000-0003-0038-8802,Ruth Ann,Veach,,,Medicine,Vanderbilt University Medical Center
0000-0001-8897-7008,Georgia,Wiesner,2012-07-01,,Medicine,Vanderbilt University School of Medicine
0000-0002-3973-340X,Wei,Chen,2011-01-02,,Medicine,Vanderbilt University Medical center 
0000-0003-2117-5777,Austin,Yoders,2017-01-09,2018-05-10,Psychology Statistics,Vanderbilt University
0000-0002-6491-1247,Bram,Zandbelt,2011-10-01,2014-09-30,Psychology,Vanderbilt University
0000-0003-4783-7046,Cassianne,Robinson-Cohen,2017-06-01,,Nephrology and Hypertension,Vanderbilt University Medical Center
0000-0001-6441-1915,Kevin,Byram,2017-07-01,,Rheumatology,Vanderbilt University Medical Center
0000-0001-9670-1757,Gopal,Sapparapu,2013-09,,Pediatrics Infectious Disease,Vanderbilt University Medical Center
0000-0002-1887-2574,Loïc,Daumail,2019-08-12,,Psychology,Vanderbilt University
0000-0002-5677-0288,Ciara,Shaver,2017,,,Vanderbilt University Medical Center
0000-0002-5677-0288,Ciara,Shaver,2015,2017,,Vanderbilt University Medical Center
0000-0002-5677-0288,Ciara,Shaver,2011,2015,,Vanderbilt University Medical Center
0000-0002-5677-0288,Ciara,Shaver,2010,2011,Chief Resident,Vanderbilt University Medical Center
0000-0002-5677-0288,Ciara,Shaver,2007,2010,Medicine,Vanderbilt University Medical Center
0000-0002-6486-7530,Teodoro,CORDOVA-FRAGA,2004-08-01,2005-07-31,Living State Physics,Vanderbilt University Medical Center
0000-0002-0359-6167,jonathan,brown,2015-07-01,,Medicine/Cardiology,Vanderbilt University Medical Center
0000-0002-5746-9008,Magana,Kabugi,2016-08,2020-06-02,English,Vanderbilt University
0000-0003-2287-5759,Douglass,Taber,1976-08,1982-07,Clinical Pharmacology,Vanderbilt University School of Medicine
0000-0002-0602-1545,Gregory,Cox,2018-07-01,2020-07-31,Psychology,Vanderbilt University
0000-0003-1614-2073,Bassel,Alhashemi,2018-07-01,,Discharge Pharmacy,Vanderbilt University Medical Center
0000-0002-2936-9288,Hyunho,Choi,2004-09-19,2005-10-06,Civil & Environment Engineering,Vanderbilt University
0000-0003-0439-0141,Rebecca,Ihrie,2019-11,,Cell & Developmental Biology,Vanderbilt University
0000-0003-0439-0141,Rebecca,Ihrie,2011-12,2019-10,Cell & Developmental Biology,Vanderbilt University
0000-0003-1794-1520,SAURABH,GHOSH,2015-05-16,2017-05-31,Dept. of Physics and Astronomy ,Vanderbilt University
0000-0003-1496-9691,Andrew,McNeil,2020-05-01,,Electrical Engineering and Computer Science,Vanderbilt University
0000-0002-5082-9576,Michał,Węgrzynowicz,2008,2011,Department of Neurology,Vanderbilt University
0000-0002-1816-7226,Jonah,Fox,2020,,Neurology,Vanderbilt University Medical Center
0000-0001-5623-4891,Allison M., Owen,2019-08-12,,Anesthesiology,Vanderbilt University Medical Center
0000-0002-0955-1592,Stephen,Benning,2006-08-01,2012-07-31,Psychology,Vanderbilt University
0000-0001-5041-6758,Carla Jhoana,Ramos,2017-11-15,,VEI,Vanderbilt University Medical Center
0000-0002-3376-5187,Natali L.,Chanaday Ricagni,2018-09-01,,Pharmacology,Vanderbilt University
0000-0003-4888-205X,KEVIN,STENSON,2000-12-01,2002-12-31,Physics,Vanderbilt University
0000-0003-4888-205X,KEVIN,STENSON,1998-11-01,2000-11-30,Physics,Vanderbilt University
0000-0001-5670-2894,Jessica,Kennedy,,,Owen Graduate School of Management,Vanderbilt University
0000-0002-6817-6788,Sungjong,Oh,2019-10-07,,Biochemistry,Vanderbilt University
0000-0003-1895-0998,Teus,Kappen,2015-07-01,2016-09-15,Anesthesiology,Vanderbilt University Medical Center
0000-0002-3143-6515,Rachel,Graham,2006-06-21,2007-06-30,Pediatric Infectious Diseases,Vanderbilt University
0000-0003-0753-1720,Sarah,Bick,2020-08-01,,Neurosurgery,Vanderbilt University Medical Center
0000-0001-5194-0009,JIAJUN,SHI,2018-01,,Department of Medicine,Vanderbilt University Medical Center
0000-0001-5194-0009,JIAJUN,SHI,2008-07,2017-12,Department of Medicine,Vanderbilt University Medical Center
0000-0002-2839-6911,Tian,Shen,2014-01-01,2014-12-31,Epidemiology Center,Vanderbilt University
0000-0002-3960-3998,William,Fissell,2012-08-01,,Medicine,Vanderbilt University Medical Center
0000-0002-1617-8917,Phillip,Cargile,2010-06-01,2015-07-01,Physics & Astronomy,Vanderbilt University
0000-0002-6290-0026,Christo,Cimino,2020-03-09,,Pharmacy,Vanderbilt University Medical Center
0000-0002-7673-3580,Marcelo,Baldo,2012-04-10,2013-08-11,Department of Medicine,Vanderbilt University
0000-0003-0104-2790,Shyam,Jayaraman,2014-07-01,2017-06-30,General Surgery,Vanderbilt University
0000-0002-5561-5120,Sebastian,Atalla,2014-06-01,2018-06-01,School of Nursing,Vanderbilt University
0000-0002-0675-110X,Rodrigo,Ribeiro-Rodrigues,1996-06-01,1997-05-30,Biology,Vanderbilt University
0000-0002-3640-3966,Anna,Sorace,2013-09-01,2015-12-31,Radiology,Vanderbilt University
0000-0001-7977-6861,David,Sutterer,2018-08-01,,Psychology,Vanderbilt University
0000-0003-3156-5808,Todd,Monroe,2013-08-01,2018-04-15,School of Nursing,Vanderbilt University
0000-0001-5017-6037,Christopher,Merrikh,2018-11-01,,Biochemistry,Vanderbilt University
0000-0001-5828-4403,Richard,Breyer,1991-06-15,,Medicine (Nephrology),Vanderbilt University School of Medicine
0000-0003-0921-1835,Abigail,Smith,2016-08,,Chemistry,Vanderbilt University
0000-0002-9267-5253,Ahmet,Umar,1986-09-01,,Physics and Astronomy,Vanderbilt University
0000-0003-4970-7368,Olivia,Boorom,2018-07-02,,Department of Hearing and Speech Sciences,Vanderbilt University Medical Center
0000-0002-9047-5514,Jared,Weis,2014-12,2017-08-06,Biomedical Engineering,Vanderbilt University
0000-0002-9047-5514,Jared,Weis,2011-12,2014-12,Radiology and Radiological Sciences,Vanderbilt University
0000-0002-1539-6031,Nathan,Schley,2015,,Chemistry,Vanderbilt University
0000-0003-4260-2707,Ruth,Reeves,2015-06-01,,Department of Biomedical Informatics,Vanderbilt University Medical Center
0000-0001-5611-9666,Md Imam,Uddin,2015-10-01,,Ophthalmology and Biomedical Engineering ,Vanderbilt University School of Medicine
0000-0003-1661-515X,Zhen,Hu,2014-09-01,2017-08-30,Civil and Environmental Engineering,Vanderbilt University
0000-0001-9198-5498,Jeffrey,Spraggins,2018-11-01,,Biomolecular Multimodal Imaging Center,Vanderbilt University
0000-0001-9198-5498,Jeffrey,Spraggins,2016,,Department of Chemistry,Vanderbilt University
0000-0001-9198-5498,Jeffrey,Spraggins,2013,,Department of Biochemistry,Vanderbilt University
0000-0001-9198-5498,Jeffrey,Spraggins,2012,2013,Department of Biochemistry,Vanderbilt University
0000-0002-9857-4883,Mark,McClain,,,,Vanderbilt University School of Medicine
0000-0002-7250-502X,Alexander,Maier,2011-08-15,,Psychology,Vanderbilt University
0000-0002-3938-4713,Andrew,Glazer,2015,,Arrhythmia genetics research,Vanderbilt University Medical Center
0000-0002-9641-7577,Jonathan,Sheehan,1995-09-01,2019-07-30,Biochemistry,Vanderbilt University
0000-0003-3829-1547,Weidong,Luo,2005-01-01,2010-12-31,,Vanderbilt University
0000-0002-8355-0950,Ayan,Mukhopadhyay,2020-10-01,,Electrical Engineering and Computer Science,Vanderbilt University
0000-0001-5785-7732,Mark,Stremler,2000,2006,Mechanical Engineering,Vanderbilt University
0000-0002-9300-3045,Wesley,Self,2018,,Emergency Medicine,Vanderbilt University Medical Center
0000-0002-9300-3045,Wesley,Self,2009,,Emergency Medicine,Vanderbilt University Medical Center
0000-0003-1620-6276,Shawna,Brookens,2015-08-15,,Cancer Biology,Vanderbilt University
0000-0002-1704-0784,Luis,Leyva,2016-08-01,,Teaching & Learning,Vanderbilt University
0000-0002-5223-3645,Jennifer,Thompson,2014-08,,Obstetrics and Gynecology,Vanderbilt University Medical Center
0000-0001-8405-6156,Ethan,Lee,2004-07-01,,Cell & Developmental Biology,Vanderbilt University Medical Center
0000-0001-5365-7776,Harold,Park,2005-08-01,2007-07-31,Civil and Environmental Engineering,Vanderbilt University
0000-0002-4270-102X,Virginia,Salo,2018,,,Vanderbilt University
0000-0002-7269-8220,Eunji,Kim,2019-07-01,,Political Science,Vanderbilt University 
0000-0001-6142-5502,Ryan,Stark,,,,Vanderbilt University School of Medicine
0000-0002-0537-8112,Chris,Shidal,2018-07-16,,School of Medicine,Vanderbilt University
0000-0003-1021-5200,Libin,Xu,2013-01-01,2014-11-30,Chemistry,Vanderbilt University
0000-0003-1021-5200,Libin,Xu,2010-10-01,2012-12-31,Chemistry,Vanderbilt University
0000-0003-1021-5200,Libin,Xu,2009-08-16,2010-09-30,Chemistry,Vanderbilt University
0000-0003-1021-5200,Libin,Xu,2007-08-01,2009-08-15,Chemistry,Vanderbilt University
0000-0002-3907-9196,Stacie ,Dusetzina,2018-01-01,,Health Policy,Vanderbilt University School of Medicine
0000-0003-2790-1530,John,Wikswo,1977-08-01,,Physics and Astronomy,Vanderbilt University
0000-0002-3893-0815,Tomoyuki,Oe,1995-05-01,1996-11-30,Department of Pharmacology,Vanderbilt University
0000-0002-4270-2583,Paul,Dux,2005,2008,Psychology,Vanderbilt University
0000-0001-8631-4745,Victor,Falgas-Ravry,2014-08,,Department of Mathematics,Vanderbilt University
0000-0003-4408-3832,xin,tong,2017-03-07,,Molecular Physiology and Biophysics,Vanderbilt University Medical Center
0000-0002-7294-3900,Barbara,Thompson,,,,Vanderbilt University
0000-0002-5051-7919,Summer J,Weber,2017-07-01,2020-06-01,Epidemiology,Vanderbilt University Medical Center
0000-0002-1412-5539,John,Burke,2002,2006,Biological Sciences,Vanderbilt University
