RecordNumber,DateUpdated,DateCreated,LocationCountry,MaterialMedium,Description,RelScriptureChapter,CopyrightStatement,BibliographyLink,StaffNotes,DateCreation,RelScriptureBook,LectionaryLink,CopyrightStatus,RelICANumber,RelScripture,SubjectBuildingName,ImageLink,Unit,Title,SubjectLC,RelScriptureVerse,Subject,ImageAvailable,ObjectFunction,CreatorArtist,SubjectName,LocationCreationSite,LocationState,IconClassNumber,OriginalLocation,BCAD,SortDate,LectionaryRank,CopyrightPermission
56100,2020-09-27 10:09:35.0,2015-12-29 13:52:41.0,Italy,,"Charles Borromeo was a leading figure during the Counter-Reformation and was responsible for significant reforms in the Catholic Church, including the founding of seminaries for the education of priests. [Wikipedia]",||||,"https://commons.wikimedia.org/wiki/File:7315_-_Milano_-_S._Maria_della_Passione_-_Daniele_Crespi,_Il_digiuno_di_San_Carlo_-_Foto_Giovanni_Dall%27Orto,_26-Feb-2008.jpg",,,1628,||||,CAshW,,,"Matthew 6:1-6, 16-21",Santa Maria della Passione,Borromeo-fast-2n687cg,,Fasting of St. Charles Borromeo,,||||,Fasting,on,Painting,"Crespi, Daniele, approximately 1590-1630","Charles Borromeo, Saint, 1538-1584 ",Milan,,,,2,1628,12,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
56103,2021-08-17 07:18:08.0,2016-01-04 13:50:21.0,United States,,,||||,https://commons.wikimedia.org/wiki/File:The_First_Temptation_of_Christ_-_Google_Art_Project.jpg,,,ca. 1475,||||,CLent01,,,Luke 4:1-13,J. Paul Getty Museum,temptation-sh72mv9,,First Temptation of Christ,,||||,Temptation of Christ,on,Books and manuscripts,Unknown illuminator,,Los Angeles,CA,,,2,1475,19,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
56104,2021-08-17 07:26:05.0,2016-01-04 13:59:14.0,United States,,Original location is the region of Castile and León. Fresco transferred to canvas. Photograph by Ad Meskens.,||||,https://commons.wikimedia.org/wiki/File:The_cloisters_miracle_of_christ.jpg,,,ca. 1120-1140,||||,CLent01,,,Luke 4:1-13,"Cloisters Collection, Metropolitan Museum of Art",cloisters-tempt-42mda9v,,Temptation of Christ by the Devil,,||||,Temptation of Christ|Devil,on,Fresco,Unknown,,New York,NY,,,2,1120,20,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
56105,2021-08-17 07:26:54.0,2016-01-04 14:22:24.0,France,Stone,"""Then the devil took him to Jerusalem, and placed him on the pinnacle of the temple saying to him, ""If you are the Son of God, throw yourself down from here...""  Photograph courtesy of Ifernyen.",||||,https://commons.wikimedia.org/wiki/File:FR-29191_detailcalvaire02.jpg,,,19th century,||||,CLent01,,,Luke 4:1-13,,tempt-9002ns,,Temptation of Christ on the Pinnacle - third temptation,,||||,Temptation of Christ|Devil,on,"Sculpture, freestanding",Unknown,,Plougonven,,,,2,1840,14,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
56106,2021-05-07 07:53:21.0,2016-01-05 15:04:37.0,Spain,Metal,Photograph by Joxemai.,||||,https://commons.wikimedia.org/wiki/File:Zubimusu_001.JPG,,,1992,||||,CLent02|BDiv,,,Luke 13:31-35,Zubimusu Park,Zubimusu_001xkde8,,Children,,||||,Children|Culture: Hispanic and/or Latino,on,"Sculpture, freestanding","López Hernández, Fernando",,Donostia-SanSebastian,,,,2,1992,3,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
56108,2021-01-25 08:58:20.0,2016-01-05 15:24:58.0,China,,Photo by Veipaofms,||||,https://commons.wikimedia.org/wiki/File:SZ_Tour_%E6%B7%B1%E5%9C%B3%E5%9C%92%E5%8D%9A%E5%9C%92_Shenzhen_International_Garden_and_Flower_Expo_Park_sculptures_children_visitors_Aug-2010.JPG,,,21st century,||||,CLent02,,,Luke 13:31-35,Shenzhen International Garden,china-childrenzsozjw2354,,Children Climbing Stairs,,||||,Children,on,"Sculpture, freestanding",Unidentified,,Shenzhen,,,,2,2000,4,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
56109,2021-07-12 18:22:57.0,2016-01-05 15:46:25.0,United States,,"Title under photo reads ""The Father of these children is being held as a dangerous enemy alien.""  From the archives of the Department of the Interior, War Relocation Authority.",||||,"https://commons.wikimedia.org/wiki/File:San_Francisco,_California._The_father_of_these_children_is_being_held_as_a_dangerous_enemy_alien._._._._-_NARA_-_536456.tif",,,ca. 1944-1946,||||,CLent02,,,Luke 13:31-35,National Archives and Records Administration,Lange-alien-sm349isjd,,Father of These Children...,,||||,Children,on,Photograph,"Lange, Dorothea",,College Park,MD,,,2,1944,5,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
56110,2020-09-27 10:07:10.0,2016-01-05 16:40:59.0,Netherlands,,,||||,https://commons.wikimedia.org/wiki/File:Ludovico_Mazzolino_-_Mozes_en_de_tafelen_der_Wet.jpg,,,1525-1530,||||,CLent03,,,Luke 13:1-9,Rijksmuseum Amsterdam,barren-fig-0a835,,Parable of the Barren Fig Tree,,||||,Tree|Figs,on,"Painting, panel","Mazzolino, Ludovico, 1480?-1530",,Amsterdam,,,,2,1525,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
56116,2021-04-05 14:50:31.0,2016-01-20 13:51:36.0,Germany,,Photo by Wolfgang Sauber.,||||,https://commons.wikimedia.org/wiki/File:G%C3%BCstrow_Gertrudenkapelle_-_Barlachsammlung_Wiedersehen_1.jpg,,,1926,||||,CEast02|AEast02|BEast02,,,John 20:19-31,St. Gertrude's Chapel,Gustrow-jesus-thomask3267,,Reunion - Thomas and Christ,,||||,,on,"Sculpture, freestanding","Barlach, Ernst, 1870-1938","Thomas, the Apostle (Biblical figure) |Jesus Christ (Biblical figure) ",Güstrow,,,,2,1926,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
56117,2021-04-05 14:50:54.0,2016-01-20 13:58:45.0,Spain,,Photograph by GFreihalter.,||||,https://commons.wikimedia.org/wiki/File:Santo_Domingo_de_Silos_Relief_092.jpg,,,ca. 1150,||||,CEast02|BEast02,,,John 20:19-31,Monasterio de Santo Domingo de Silos,Silos-3mfn658s,,Thomas and Jesus with Apostles,,||||,Abbey,on,Relief sculpture,Unknown,"Thomas, the Apostle (Biblical figure) |Apostles (Biblical figures) |Jesus Christ (Biblical figure) ",Santo Domingo de Silos,,,,2,1150,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
56120,2021-04-05 14:51:14.0,2016-01-20 14:48:44.0,Hungary,,,||||,https://commons.wikimedia.org/wiki/File:Iv%C3%A1nyi_Doubting_Saint_Thomas.jpg,,,20th century,||||,CEast02|BEast02,,,John 20:19-31,Hungarian National Gallery,Ivanyi-doubting-32md7a,,Thomas Touches Christ's Side,,||||,,on,Painting,"Iványi-Grünwald, Béla","Thomas, the Apostle (Biblical figure) |Jesus Christ (Biblical figure) ",Budapest,,,,2,1901,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
56121,2021-04-05 14:50:04.0,2016-01-20 14:56:02.0,Poland,,Courtesy of the artist via Wikimedia.,||||,https://commons.wikimedia.org/wiki/File:Rossakiewicz_Appear.jpg,,,1990,||||,CEast02|BEast02,,,John 20:19-31,,Rossakiewicz_Appear92,,Jesus Appears to Thomas,,||||,,on,Painting,"Rossakiewicz, Jacek Andrzej","Thomas, the Apostle (Biblical figure) |Jesus Christ (Biblical figure) ",,,,,2,1990,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
56122,2021-09-15 09:45:27.0,2016-01-20 15:05:02.0,Poland,,Courtesy of the artist via Wikimedia,||||,https://commons.wikimedia.org/wiki/File:Rossakiewicz_Last_Supper.jpg,,,1989,||||,AHoly03,,,John 13:21-32,,Rossakiewicz_Last_Supper2j64,,Last Supper,,||||,Passion of Jesus Christ: Last Supper,on,Painting,"Rossakiewicz, Jacek Andrzej",,,,,,2,1989,3,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
56123,2021-09-13 08:24:54.0,2016-01-24 10:15:05.0,Philippines,,Photograph by Ramon FVelasquez.,||||,https://commons.wikimedia.org/wiki/File:CandelariaChurchjf1988_08.JPG,,,20th century,||||,CEpip05|AEpip03|BEpip03,,,Luke 5:1-11|Matthew 4:12-23|Mark 1:14-20,"Nuestra Señora de la Candelaria, San Pedro Bautista",CandelariaChurchjf1988_08,,Christ Calling the First Disciples,,||||,Calling of the disciples|Fish,on,"Sculpture, freestanding",Unidentified,"Peter, the Apostle (Biblical figure) |Andrew, the Apostle (Biblical figure) |Jesus Christ (Biblical figure) ",Candelaria,,,,2,1985,3,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
56124,2020-09-27 10:04:55.0,2016-01-24 10:23:28.0,Netherlands,Metal,Photo by Japiot.,||||,https://commons.wikimedia.org/wiki/File:Wonderbaarlijke_visvangst.jpg,,,1964,||||,CEast03,,,John 21:1-19,Tamboersdijk,Wonderbaarlijke-f72ml,,Miraculous Draught of Fish,,||||,Miraculous Catch of Fish,on,"Sculpture, freestanding","Gast, Frans",,Utrecht,,,,2,1964,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
56127,2021-08-09 06:37:02.0,2016-02-02 14:45:45.0,,,,||||,https://commons.wikimedia.org/wiki/File:Adam_de_Coster_-_The_Denial_of_Saint_Peter.jpg,,,ca. 1607-1643,||||,APass|BPass|CPass|AHoly05,,,Matthew 26:14-27:66|Mark 14:1-15:47|Luke 22:14-23:56|John 18:1-19:42,Private Collection,Denial-bmh572609,,Peter's Denial,,||||,Passion of Jesus Christ: Denial of Peter,on,Painting,"De Coster, Adam, approximately 1586-1643","Peter, the Apostle (Biblical figure) ",,,,,2,1607,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
56128,2021-09-17 17:52:38.0,2016-02-02 14:45:52.0,,,,||||,https://commons.wikimedia.org/wiki/File:Flemish_Denial_of_Saint_Peter.jpg,,,ca. 1628,||||,APass|BPass|CPass|AHoly05,,,Matthew 26:14-27:66|Mark 14:1-15:47|Luke 22:14-23:56|John 18:1-19:42,Private Collection,Denial2kd0jw,,Peter's Denial,,||||,Passion of Jesus Christ: Denial of Peter,on,Painting,Follower of Gerard Seghers,"Peter, the Apostle (Biblical figure) ",,,,,2,1620,3,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
56129,2021-08-09 06:38:22.0,2016-02-02 14:45:59.0,United States,,,||||,https://commons.wikimedia.org/wiki/File:Simon_Bening_(Flemish_-_The_Denial_of_Saint_Peter_-_Google_Art_Project.jpg,,,ca. 1525-1530,||||,APass|BPass|CPass|AHoly05,,,Matthew 26:14-27:66|Mark 14:1-15:47|Luke 22:14-23:56|John 18:1-19:42,J. Paul Getty Museum,Denial-eb410,,Peter's Denial,,||||,Passion of Jesus Christ: Denial of Peter,on,Painting,"Bening, Simon, 1483 or 1484-1561","Peter, the Apostle (Biblical figure) ",Los Angeles,CA,,,2,1525,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
56132,2021-09-17 17:53:16.0,2016-02-02 14:46:17.0,United States,,,||||,https://commons.wikimedia.org/wiki/File:Carl_Bloch_001.jpg,,,1873,||||,APass|BPass|CPass|AHoly05,,,Matthew 26:14-27:66|Mark 14:1-15:47|Luke 22:14-23:56|John 18:1-19:42,Brigham Young University Museum of Art,denial-2l48x,,Peter's Denial,,||||,Passion of Jesus Christ: Denial of Peter,on,Painting,"Bloch, Carl Heinrich, 1834-1890","Peter, the Apostle (Biblical figure) ",Provo,UT,,,2,1873,3,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
56134,2021-08-18 12:17:11.0,2016-02-03 16:41:13.0,Germany,,Photograph by Rabanus Flavus.,||||,https://commons.wikimedia.org/wiki/File:Neviges_Lichtreicher_Rosenkranz_4.jpg,,,20th century,||||,CTran,,,"Luke 9:28-36, (37-43)",,transfig-2k3hsx9,,Transfiguration,,||||,Transfiguration of Jesus,on,Relief sculpture,"Englisch, Laurentius Ulrich",,Marienberg,,,,2,1990,8,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
56135,2021-08-18 12:02:17.0,2016-02-03 16:51:51.0,Japan,,From a Japanese Orthodox church.,||||,https://commons.wikimedia.org/wiki/File:Fruits_Transfiguration_jp.jpg,,,2008,||||,ATran|BTran|CTran,,,"Matthew 17:1-9|Mark 9:2-9|Luke 9:28-36, (37-43)",Holy Resurrection Cathedral,Fruits_Transfiguration_290fh,,Blessing of First Fruits on the Great Feast of the Transfiguration of Jesus,,||||,Fruit|Blessing|Transfiguration of Jesus,on,Liturgical object,,,Tokyo,,,,2,2008,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
56136,2021-07-28 15:08:30.0,2016-02-11 11:45:14.0,,,,||||,"https://commons.wikimedia.org/wiki/File:German_School,_16th_Century_-_Mary_Magdalene_anointing_the_feet_of_Christ.jpg",,,16th century,||||,CLent05,,,John 12:1-8,Private Collection,laz-bethany-2k6dx8,,Mary Anoints Jesus' Feet,,||||,Anointing of Jesus|Feet,on,"Painting, panel","Anonymous (German school, 16th century)","Mary, of Bethany (Biblical figure) |Jesus Christ (Biblical figure) |Martha, of Bethany (Biblical figure) |Lazarus, of Bethany (Biblical figure) ",,,,,2,1500,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
56142,2020-11-25 09:06:13.0,2016-02-13 14:45:08.0,Philippines,,,||||,https://commons.wikimedia.org/wiki/File:Jf3049Christ_Light_Nations_Church_Porac_Pampangafvf_35.JPG,,,,||||,CHoly02|AHoly02|BHoly02,,,Isaiah 49:1-7|John 12:20-36,"Christ, Light of the Nations Church",Christ-light01md438,,"Christ, Light of the Nations",,||||,Light|Nations,on,,Unidentified,,Porac,,,,2,,3,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
56144,2020-09-27 10:01:33.0,2016-02-15 09:47:12.0,China,,"""Inspired by insects, the Bug Dome is a small sheltered area used during the SZHK Biennale for underground bands, poetry reading, and discussions, and after the Biennale as an un-official gathering place for illegal workers from the Chinese countryside.  Built on a wasteland of a ruined building site in-between the Shenzhen City Hall and an illegal workers camp, the structure is intended to reveal the connection we share with nature:  ”In large scale, if we learn to understand the connection what the hundreds of millions of hands that are now migrating from the rural China to the modern cities might bring along them, we might be able to ruin the industrial city. We might be able to make the city to be part of nature.""<br><br>""The building is made of bamboo and was adapted to meet the site-specific conditions.  Inside the cocoon, “a weak retreat for the modern man to escape from the strength of the exploding urbanism”, a small area allows people to come together, and a space to share a fire is also provided."" [from www.archdaily.com interview with the architects.]  Photo by Movez.",||||,https://commons.wikimedia.org/wiki/File:Bug_Dome_by_WEAK!.jpg,,,2009,||||,CHoly02,,,"Corinthians I, 1:18-31",,weak-2l9cjhsw,,WEAK!,,||||,Weak,on,Architecture,"Marco Casagrande, Hsieh Ying-chun and Roan Ching-yueh ",,Shenzhen,,,,2,2009,2,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
56145,2021-02-13 07:00:31.0,2016-04-28 10:21:06.0,France,,"One of the earliest creedal controversies centered around the source of generation of the Holy Spirit.  In this work, the Holy Spirit comes from both the Father and the Son. From the the high altar of the chapelle Saint-Marcellin, Boulbon, France.",||||,https://commons.wikimedia.org/wiki/File:Filioque.JPG,,,ca. 1450,||||,CTrin|ATrin|BTrin,,,John 16:12-15,Louvre,Filioque2md9845b,,Holy Spirit Coming From Both the Father and the Son,,||||,Trinity|Holy Spirit,on,Painting,,Trinity ,Paris,,,,2,1450,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
56146,2021-02-13 07:01:28.0,2016-04-28 11:02:37.0,Spain,,"This stone stele was erected along one of the paths that lead to Santiago de Compostela, an important pilgrimage site. Photograph by Noel Feans.",||||,"https://commons.wikimedia.org/wiki/File:Canteiro_en_Berres,_A_Estrada.jpg",,,2011,||||,ATrin|BTrin|CTrin,,,John 16:12-15|Matthew 28:16-20,Rego du Tomond,Canteiro_9mdg6nm,,Trinity,,||||,Trinity,on,Carving,Unidentified stonemason,Trinity ,Santiago de Compostela,,,,2,2011,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
56147,2021-02-13 07:02:04.0,2016-04-28 11:10:12.0,Netherlands,Fabric,"An embroidered chasuble, an outer liturgical garment, made in the studio of Hilversum.",||||,https://commons.wikimedia.org/wiki/File:Detail_kazuifel_J.L._Str%C3%A4ter_drie-eenheid.jpg,,,1950-1955,||||,ATrin|BTrin|CTrin,,,John 16:12-15|Matthew 28:16-20,,kazuifel_sknc02,,Trinity,,||||,Trinity,on,Garment,"Strater, Louis Joseph",Trinity ,Hilversum,,,,2,1950,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
56148,2020-09-27 10:01:02.0,2016-04-28 11:16:33.0,Germany,,,||||,https://commons.wikimedia.org/wiki/File:Der-Sterbende-1518,,,1518,||||,ARegn,,,Matthew 25:31-46,Museum der bildenden Künste,ster-0x893jd9,,"Good Works, detail from The Dying Man",,||||,Good Works,on,"Painting, panel","Cranach, Lucas, 1472-1553",,Leipzig,,,,2,1518,7,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
56149,2021-01-04 11:26:02.0,2016-05-07 13:37:14.0,Italy,,Photo by Sibeaster.,||||,https://commons.wikimedia.org/wiki/File:Nain_widow%27s_son_is_resurrected_by_Christ.jpg,,,ca. 1180,||||,CProp05,,,Luke 7:11-17,Duomo di Monreale,Nain_widows_son_is_resurrected_by_Christ,,Raising of the Son of the Widow of Nain,,||||,Raising from the Dead,on,Mosaic,Unidentified,Widow of Nain (Biblical figure)|Jesus Christ (Biblical figure) ,Monreale,,,,2,1180,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
56150,2020-12-22 13:37:05.0,2016-05-07 13:37:22.0,,Metal,Photo from Episcopal Press Office Hildesheim (bph).,||||,https://commons.wikimedia.org/wiki/File:Christuss%C3%A4ule_8.jpg,,,1010-1020,||||,CProp05,,,Luke 7:11-17,Church of St. Michael,Christus29cm7lkjx,,Raising of the Son of the Widow of Nain,,||||,Raising from the Dead,on,Relief sculpture,Unidentified,Widow of Nain (Biblical figure)|Jesus Christ (Biblical figure) ,Hildesheim,,,,2,1010,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
56151,2020-12-22 13:36:57.0,2016-05-07 13:37:33.0,United States,,"Rahib was an Egyptian scribe, most likely a Coptic monk.",||||,https://commons.wikimedia.org/wiki/File:Ilyas_Basim_Khuri_Bazzi_Rahib_-_Jesus_Raises_a_Widow%3Fs_Son_at_Nain_-_Walters_W592157A_-_Full_Page.jpg,,,ca. 1684,||||,CProp05,,,Luke 7:11-17,Walters Art Museum,walters-nain92mndx7,,Raising of the Son of the Widow of Nain,,||||,Raising from the Dead,on,Books and manuscripts,"Bazzi Rahib, Ilyas Basim Khuri",Widow of Nain (Biblical figure)|Jesus Christ (Biblical figure) ,Baltimore,MD,,,2,1684,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
