qid,type,label,object_description,form_description,design_description,includes
Q102971335,work of art,Set of five incense cases with individual designs in cotton pouch Chrysanthemum and butterfly,Set of five incense cases,,,individual designs in cotton pouch Chrysanthemum and butterfly
Q102971341,ceramics,Shallow dish with radial cornered gray landscape (Ko-Kutani ware),Shallow dish,,,radial cornered gray landscape (Ko-Kutani ware)
Q102971349,ceramics,Shard of an Amphora,Shard of an Amphora,,,
Q106582825,work of art,Sheep bell,Sheep bell,,,
Q102971369,work of art,Shibayama plaque with design of Mt. Fuji and lake,Shibayama plaque,,of Mt. Fuji and lake,
Q102971380,shield,Shield,Shield,,,
Q104032331,shield,Shield,Shield,,,
Q104032334,shield,Shield,Shield,,,
Q104032336,shield,Shield,Shield,,,
Q104032337,shield,Shield,Shield,,,
Q104032340,shield,Shield,Shield,,,
Q102971388,ceramics,Shigaraki ware bowl with foliate rim brown glazes,Shigaraki ware bowl,,,foliate rim brown glazes
Q102971395,ceramics,Shigaraki ware chawan (tea bowl) with green and brown glaze,Shigaraki ware chawan (tea bowl),,,green and brown glaze
Q102971404,ceramics,Shigaraki ware vase with incised pattern,Shigaraki ware vase,,,incised pattern
Q103308353,sculpture,Shimmering Column,Shimmering Column,,,
Q102971431,ceramics,Shino ware chawan (tea bowl) with a plant design,Shino ware chawan (tea bowl),,,a plant design
Q102971480,sculpture,Signature Seal in the Form of a Lion Dog,Signature Seal,a Lion Dog,,
Q102971484,sculpture,Signature Seal with a Design of a Bird and a Leaf,Signature Seal,,of a Bird and a Leaf,
Q102971492,sculpture,Signature Seal With a Design of Rocks and Bamboo,Signature Seal,,of Rocks and Bamboo,
Q103308446,sculpture,Signature Seal in the Form of a Boar,Signature Seal,a Boar,,
Q103308454,sculpture,Signature Seal in the Form of a Phoenix,Signature Seal,a Phoenix,,
Q103308461,sculpture,Signature Seal With a Chinese Lion Dog on Top,Signature Seal,,,a Chinese Lion Dog on Top
Q103308472,sculpture,Signature Seal With a Design of a Bat and Clouds,Signature Seal,,of a Bat and Clouds,
Q103308476,sculpture,Signature Seal with a Design of a Building on a Mountain and Stylized Landscape,Signature Seal,,of a Building on a Mountain and Stylized Landscape,
Q103308483,sculpture,Signature Seal With a Design of a Lion Dog Under the Sun With Clouds,Signature Seal,,of a Lion Dog Under the Sun With Clouds,
Q103308491,sculpture,"Signature Seal With a Design of Tree on Hill, Mountain Path, and Hut",Signature Seal,,"of Tree on Hill, Mountain Path, and Hut",
Q103308498,sculpture,Signature Seal With a Design of Two Horses,Signature Seal,,of Two Horses,
Q103308503,sculpture,Signature Seal With a Dog on Top and Initials of HDD on Seal Surface,Signature Seal,,,a Dog on Top and Initials of HDD on Seal Surface
Q103308515,work of art,Signature seal with a dragon motif,Signature seal,,,a dragon motif
Q103308522,sculpture,Signature Seal With a Floral Design,Signature Seal,,,a Floral Design
Q103308533,sculpture,Signature Seal With a Kirin (Mythical Beast) on Top,Signature Seal,,,a Kirin (Mythical Beast) on Top
Q103308543,sculpture,Signature Seal With a Recumbent Mythical Beast,Signature Seal,,,a Recumbent Mythical Beast
Q104032342,sculpture,Signature Seal in the Form of a Lion Dog,Signature Seal,a Lion Dog,,
Q102971498,sculpture,"Signature Seal, Square with an Arched Handle","Signature Seal, Square",,,an Arched Handle
Q106582826,ceramics,Silver-plate candle stick (one of a pair),Silver-plate candle stick (one of a pair),,,
Q106582827,ceramics,Silver-plate candle stick (one of a pair),Silver-plate candle stick (one of a pair),,,
Q102971512,sculpture,Simón Bolívar,Simón Bolívar,,,
Q106568688,mask,Skull Mask,Skull Mask,,,
Q102971618,ceramics,Small bowl with design of iris,Small bowl,,of iris,
Q102971627,ceramics,Small bowl with foot (Celadon ware),Small bowl,,,foot (Celadon ware)
Q102971643,work of art,Small eagle pendant,Small eagle pendant,,,
Q102971652,work of art,Small frog pendant,Small frog pendant,,,
Q103308646,ceramics,Small globular vase with glaze,Small globular vase,,,glaze
Q102971659,ceramics,Small green jar with celadon glaze,Small green jar,,,celadon glaze
Q103308654,ceramics,Small grey pot,Small grey pot,,,
Q102971666,ceramics,Small jar,Small jar,,,
Q102971674,ceramics,Small jar with a design in  blue underglaze of animals and plants,Small jar,,in  blue underglaze of animals and plants,
Q104032349,ceramics,Small jars with domed lids and a design of quail and women playing go (Kutani ware),Small jars,,,domed lids and a design of quail and women playing go (Kutani ware)
Q104032352,ceramics,Small jars with domed lids and a design of quail and women playing go (Kutani ware),Small jars,,,domed lids and a design of quail and women playing go (Kutani ware)
Q103308662,ceramics,Small pot with off-white glaze,Small pot,,,off-white glaze
Q102971679,ceramics,Small spotted pot,Small spotted pot,,,
Q106582828,ceramics,Small vase,Small vase,,,
Q102971701,work of art,"Snuff bottle with a carved design in blue glass of bats, deer, and cranes with a pink stone stopper",Snuff bottle,,,"a carved design in blue glass of bats, deer, and cranes with a pink stone stopper"
Q102971706,ceramics,Snuff bottle with a design in blue underglaze of two lion dogs with a green stopper,Snuff bottle,,in blue underglaze of two lion dogs with a green stopper,
Q102971719,ceramics,"Snuff bottle with a design in blue underglaze with green, turquoise, brown and red enamel glazes of two landscapes with a salmon colored stopper",Snuff bottle,,"in blue underglaze with green, turquoise, brown and red enamel glazes of two landscapes with a salmon colored stopper",
Q102971727,ceramics,"Snuff bottle with a pink, crackle glaze mottled with blue stopper",Snuff bottle,,,"a pink, crackle glaze mottled with blue stopper"
Q102971735,ceramics,"Snuff bottle with a pink, mottled design with green stopper",Snuff bottle,,,"a pink, mottled design with green stopper"
Q102971744,work of art,Snuff bottle with carved design of figures in a landscape,Snuff bottle,,,carved design of figures in a landscape
Q102971753,work of art,Snuff bottle with green stopper,Snuff bottle,,,green stopper
Q106567597,work of art,Snuff bottle with a carved glass design in blue with an interior painting of a landscape on one side and flowers and butterflies on the other side with a green stopper,Snuff bottle,,,a carved glass design in blue with an interior painting of a landscape on one side and flowers and butterflies on the other side with a green stopper
Q102971762,ceramics,Soba-choko (Noodle sauce cup) with a design in black and brown underglaze of vertical leaf pattern,Soba-choko (Noodle sauce cup),,in black and brown underglaze of vertical leaf pattern,
Q102971771,ceramics,Soba-choko (noodle sauce cup) with a design in black underglaze of  broken diagonal lines,Soba-choko (noodle sauce cup),,in black underglaze of  broken diagonal lines,
Q102971779,ceramics,Soba-choko (noodle sauce cup) with a design in black underglaze of abstract vertical pattern,Soba-choko (noodle sauce cup),,in black underglaze of abstract vertical pattern,
Q102971785,ceramics,Soba-choko (noodle sauce cup) with a design in black underglaze of abstract vertical pattern with brush design,Soba-choko (noodle sauce cup),,in black underglaze of abstract vertical pattern with brush design,
Q102971793,ceramics,"Soba-choko (noodle sauce cup) with a design in black underglaze of abstract, alternating vertical lines",Soba-choko (noodle sauce cup),,"in black underglaze of abstract, alternating vertical lines",
Q102971799,ceramics,Soba-choko (Noodle sauce cup) with a design in black underglaze of broken vertical lines,Soba-choko (Noodle sauce cup),,in black underglaze of broken vertical lines,
Q102971811,ceramics,Soba-choko (Noodle sauce cup) with a design in blue and brown underglaze of alternating vertical lines,Soba-choko (Noodle sauce cup),,in blue and brown underglaze of alternating vertical lines,
Q102971818,ceramics,Soba-choko (Noodle sauce cup) with a design in blue and brown underglaze of floral motif,Soba-choko (Noodle sauce cup),,in blue and brown underglaze of floral motif,
Q102971827,ceramics,Soba-choko (Noodle sauce cup) with a design in blue and red underglaze of floral motifs,Soba-choko (Noodle sauce cup),,in blue and red underglaze of floral motifs,
Q102971834,ceramics,"Soba-choko (noodle sauce cup) with a design in blue underglaze of  a landscape with three buildings, and flying birds with islands",Soba-choko (noodle sauce cup),,"in blue underglaze of  a landscape with three buildings, and flying birds with islands",
Q102971839,ceramics,Soba-choko (Noodle sauce cup) with a design in blue underglaze of a border of spirals over a geometric line design,Soba-choko (Noodle sauce cup),,in blue underglaze of a border of spirals over a geometric line design,
Q102971846,ceramics,"Soba-choko (noodle sauce cup) with a design in blue underglaze of a fan, hat, and pillow",Soba-choko (noodle sauce cup),,"in blue underglaze of a fan, hat, and pillow",
Q102971855,ceramics,Soba-choko (noodle sauce cup) with a design in blue underglaze of a landscape,Soba-choko (noodle sauce cup),,in blue underglaze of a landscape,
Q102971861,ceramics,Soba-choko (noodle sauce cup) with a design in blue underglaze of a landscape with drying fishing nets with vertical strips,Soba-choko (noodle sauce cup),,in blue underglaze of a landscape with drying fishing nets with vertical strips,
Q102971873,ceramics,Soba-choko (noodle sauce cup) with a design in blue underglaze of a stylized rock and grasses,Soba-choko (noodle sauce cup),,in blue underglaze of a stylized rock and grasses,
Q102971880,ceramics,Soba-choko (noodle sauce cup) with a design in blue underglaze of abstract clouds,Soba-choko (noodle sauce cup),,in blue underglaze of abstract clouds,
Q102971887,ceramics,Soba-choko (noodle sauce cup) with a design in blue underglaze of abstract dot-pattern,Soba-choko (noodle sauce cup),,in blue underglaze of abstract dot-pattern,
Q102971896,ceramics,Soba-choko (noodle sauce cup) with a design in blue underglaze of abstract feathers and cherry blossoms,Soba-choko (noodle sauce cup),,in blue underglaze of abstract feathers and cherry blossoms,
Q102971904,ceramics,Soba-choko (noodle sauce cup) with a design in blue underglaze of abstract ferns,Soba-choko (noodle sauce cup),,in blue underglaze of abstract ferns,
Q102971914,ceramics,Soba-choko (noodle sauce cup) with a design in blue underglaze of abstract flowers and tendrils,Soba-choko (noodle sauce cup),,in blue underglaze of abstract flowers and tendrils,
Q102971923,ceramics,Soba-choko (noodle sauce cup) with a design in blue underglaze of abstract landscape,Soba-choko (noodle sauce cup),,in blue underglaze of abstract landscape,
Q102971930,ceramics,Soba-choko (noodle sauce cup) with a design in blue underglaze of abstract lotus motif in a repeated pattern,Soba-choko (noodle sauce cup),,in blue underglaze of abstract lotus motif in a repeated pattern,
Q102971937,ceramics,Soba-choko (noodle sauce cup) with a design in blue underglaze of abstract pattern in a square grid with diagonals,Soba-choko (noodle sauce cup),,in blue underglaze of abstract pattern in a square grid with diagonals,
Q102971944,ceramics,Soba-choko (noodle sauce cup) with a design in blue underglaze of abstract patterns in a square grid,Soba-choko (noodle sauce cup),,in blue underglaze of abstract patterns in a square grid,
Q102971952,ceramics,Soba-choko (noodle sauce cup) with a design in blue underglaze of abstract plant motif,Soba-choko (noodle sauce cup),,in blue underglaze of abstract plant motif,
Q102971965,ceramics,Soba-choko (noodle sauce cup) with a design in blue underglaze of abstract stalks and leaves,Soba-choko (noodle sauce cup),,in blue underglaze of abstract stalks and leaves,
Q102971978,ceramics,Soba-choko (noodle sauce cup) with a design in blue underglaze of abstract vertical bundles,Soba-choko (noodle sauce cup),,in blue underglaze of abstract vertical bundles,
Q102971987,ceramics,Soba-choko (noodle sauce cup) with a design in blue underglaze of abstract vertical lines,Soba-choko (noodle sauce cup),,in blue underglaze of abstract vertical lines,
Q102971999,ceramics,"Soba-choko (noodle sauce cup) with a design in blue underglaze of abstract, checkerboard pattern",Soba-choko (noodle sauce cup),,"in blue underglaze of abstract, checkerboard pattern",
Q102972012,ceramics,Soba-choko (noodle sauce cup) with a design in blue underglaze of abstracted scales,Soba-choko (noodle sauce cup),,in blue underglaze of abstracted scales,
Q102972022,ceramics,Soba-choko (noodle sauce cup) with a design in blue underglaze of alternating abstract patterns,Soba-choko (noodle sauce cup),,in blue underglaze of alternating abstract patterns,
Q102972029,ceramics,Soba-choko (noodle sauce cup) with a design in blue underglaze of bamboo,Soba-choko (noodle sauce cup),,in blue underglaze of bamboo,
Q102972034,ceramics,Soba-choko (noodle sauce cup) with a design in blue underglaze of bamboo and fishermen with straw rain cape and two bamboo shoots,Soba-choko (noodle sauce cup),,in blue underglaze of bamboo and fishermen with straw rain cape and two bamboo shoots,
Q102972039,ceramics,Soba-choko (noodle sauce cup) with a design in blue underglaze of bamboo and one flying bird,Soba-choko (noodle sauce cup),,in blue underglaze of bamboo and one flying bird,
Q102972045,ceramics,Soba-choko (noodle sauce cup) with a design in blue underglaze of bamboo and plum blossoms with inscription on bottom,Soba-choko (noodle sauce cup),,in blue underglaze of bamboo and plum blossoms with inscription on bottom,
Q102972055,ceramics,Soba-choko (noodle sauce cup) with a design in blue underglaze of blossoming plants in three panels,Soba-choko (noodle sauce cup),,in blue underglaze of blossoming plants in three panels,
Q102972064,ceramics,Soba-choko (noodle sauce cup) with a design in blue underglaze of buds and plum blossoms,Soba-choko (noodle sauce cup),,in blue underglaze of buds and plum blossoms,
Q102972071,ceramics,Soba-choko (noodle sauce cup) with a design in blue underglaze of double leaf designs in three panels,Soba-choko (noodle sauce cup),,in blue underglaze of double leaf designs in three panels,
Q102972076,ceramics,Soba-choko (noodle sauce cup) with a design in blue underglaze of floral motif in repeated pattern,Soba-choko (noodle sauce cup),,in blue underglaze of floral motif in repeated pattern,
Q102972083,ceramics,Soba-choko (noodle sauce cup) with a design in blue underglaze of floral motif set in a design of vertical stripes,Soba-choko (noodle sauce cup),,in blue underglaze of floral motif set in a design of vertical stripes,
