,accession_number,locale,description,qid,label_en,ratio,partial_ratio,prop,category,type,title
459,2000.014,en,"*** *** nickelodeon presents the second season of created by: fred seibert oh yeah! a dog and his boy a kid's life chalkzone earth to obie forgotten toy box: curse of the were-baby freddy seymore and his amazing life herb jamal, the funny frog jelly's day let's talk turkey lollygaggin magic trixie mina and the count my neighbor was a teenage robot tales from the goose lady terry and chris the dan danger show the fairly oddparents the kid from s.c.h.o.o.l. zoey's zoo a frederator incorporated production executive producers: larry huber & fred seibert он h yeah! original cartoons since 1998 cartoons! ",Q105091986,"nickelodeon presents the second season of oh yeah! cartoons, fred seibert",22,79,0.278,,poster,"Nickelodeon presents The Second Season of Oh Yeah! Cartoons, Fred Seibert"
460,2000.086,en,original music sound design live bait lure music o 3126 n. greenview  chicago 60657 hatch show paint 773.871.2220,Q105091943,lure music inc. ,22,75,0.293,,poster,Lure Music Inc. Hatch Show Print Poster
461,2004.010,en,amo me bey for hamst b. westlake jan mober --iept 441 zohment.,Q102966607,james mcbey,22,55,0.4,,print,James McBey
462,1969.010,en,19/50 rdiano vingitive neretic,Q103307540,reveil,22,50,0.44,,print,Reveil
463,2015.037o,en,79/140 darts pheald 87,Q106577319,"darts, from american abstract artists 50th anniversary print portfolio",22,41,0.537,,print,"Darts, from American Abstract Artists 50th Anniversary Print Portfolio"
464,2015.075.40,en,መድሃኒታxንን @ንወስዳስን ይኸ እንሰራስን ! & a ☆ 8 vor cdc ________________ • ክእዲስስተተቶ) johns hopkins bloomberg xxx/richealth center for communication programs በየቀኑ ለህይወት ids resource center,Q103296160,[ethiopian text] [two women washing clothes],22,41,0.537,,poster,[Ethiopian text] [Two women washing clothes]
465,2017.001.041,en,mm peace wo mm m o arth men moreno christmas a'd. 1954 eichenberg,Q103305809,new year's card,22,40,0.55,,print,New Year's Card
466,2017.001.022,en,a y ice coal fritz erleburg,Q103310148,the steps,22,33,0.667,,print,The Steps
467,2015.038z,en,(7) s 5 (t) # m (t) s s(t),Q106577493,"untitled, from american abstract artists 75th anniversary print portfolio",22,31,0.71,,print,"Untitled, from American Abstract Artists 75th Anniversary Print Portfolio"
468,1979.0837P,en,aと木 os 50h 196,Q103305462,moon and tree,22,24,0.917,,print,Moon and Tree
469,1979.1132P,en,"apple butter extra quality contains cider applessugar spices the trade mark ippincott co cincinnatio that boy of yours will run to the grocers for lippincott apple butter lippincott your appetite""",Q102968184,lippincott apple butter,21,100,0.21,,poster,Lippincott Apple Butter
470,2000.062,en,pace concerts southeast-sfx and gaylord entertainment samancia vil present elvis costello with steve nieve appearing on oct.27 auditorium * * * * ryman * call now for tickets 615-255-9600 www.ticketmaster.com at the batch show print hand made qualityosters sinc. 1879,Q105091759,elvis costello with steve nieve,21,100,0.21,,poster,Elvis Costello with Steve Nieve
471,2001.059,en,"the baseball reliquary a traveling museum of baseball curiosities and wonderments seeing is believing available for bookings contact the baseball reliquary po box 1850, monrovia, ca 91017 ",Q105092159,the baseball reliquary,21,100,0.21,,poster,The Baseball Reliquary
472,2001.077,en,wsm grand ole opry plaza parties every friday & saturday june 8- august 11 visiopooof whichvic br5-49 big sandy & his fly rite boys billy joe shaver blue highway dale watson danni leigh the derailers danny barnes & thee old codgers don walser elizabeth cook yonder mountain string band opry plaza free! gail davies hot club of cowtown jim lauderdale marc corey lee matt king neko case & her boyfriends old crow medicine show pinmonkey rosie flores two tons of steel ,Q105092024,plaza parties every friday and saturday: june 8 - august 11,21,92,0.228,,poster,Plaza Parties every Friday and Saturday: June 8 - August 11
473,2001.047,en,"tennessee titans moody/nolan ltd., inc. mckissack & mckissack the larkin group barge, waggoner, sumner, & cannon, inc. law engineering, inc. thornton-tomasetti engineers m-e engineers, inc. icthomasson associates, inc. wrightson, johnson, haddon, & williams, inc. cini-little international, inc. joodd opening day 09.12.1999 nashville. tennessee code consultants incorporated kiku obata & company hawkins partners, inc. peter lindsay schaudt lik sport",Q103309445,"tennessee titans opening day, 09.12.1999, nashville, tn",21,73,0.288,,poster,"Tennessee Titans Opening Day, 09.12.1999, Nashville, TN"
474,2001.171,en,"f armers market farm fresh produce - flea market international market delicious eateries plants & flowers specialty products ■ 1 international extravaganza sat. sept.18 11-2 multi-cultural music, free int'l cuisine samples unique storytelling, crafts for the kids free parking open 9 to 6 7 days a week 900 8th ave. n. wa free family entertainment! ",Q105091784,farmers market international extravaganza,21,73,0.288,,poster,Farmers Market International Extravaganza
475,1999.160,en,"austin the derailers ✰✰✰✰  *** featuring: * * * * * with their new album reverb deluxe ""just one more time"" ""california angel"" ""tears in your eyes"" ** on tour now appearing at: ✰✰✰ texas sire watermelon records copyright 1907 hatch know dr hadd mare quality dacers ronce 1979",Q105092058,promotional poster for the derailers tour,21,44,0.477,,poster,Promotional poster for The Derailers tour
476,2015.038ss,en,mens martens,Q105091595,"an ab 2-composite, from american abstract artists 75th anniversary print portfolio",21,42,0.5,,print,"An Ab 2-Composite, from American Abstract Artists 75th Anniversary Print Portfolio"
477,1992.404,en,"m sadao watanabe ""jesus washing feet"" sadao watanabe japanese christian prints november 6-16 hours: 10:00-4:00 japanese stencil 1980 demonstration by artist - november 8 through 11 hours: 10:00-12:00 grace cathedral - 1051 taylor street san francisco 94108 (415) 776-6611 show courtesy of nancie c. oyama, thousand branches gallery",Q103299680,"exhibition poster with a reproduction of jesus washing his feet, 1980",21,39,0.538,,poster,"Exhibition Poster with a Reproduction of Jesus Washing His Feet, 1980"
478,1992.549,en,baskin,Q102966065,heavenly bird,21,33,0.636,,print,Heavenly Bird
479,2014.004,en,coccs you! s,Q103307464,reigning queens ,21,25,0.84,,print,Reigning Queens (Royal Edition) (Queen Ntombi Twala)
480,2000.017,en," twangfest3 ** june 10-12.1999 *off broadway* st. louis, mo dale watson damnations tx the v-roys ✰ buck diaz cadillac cowgirl deliberate strangers elena skye & the demolition string band ex-husbands hayseed gypsy mechanics heartbreak hill old rip jim roll o polish hillbillies  jim stringer & the austin music band hapon show print",Q105091725,dale watson damnations tx the v-roys,20,100,0.2,,poster,Dale Watson Damnations TX The V-roys
481,2001.062,en,"*c * show one night only travis tritt in person rome, forum boncia georgia october 5-7:30 tickets are available at the forum box office or charge by phone at 1.800.858.7601. produced by outback concerts ",Q105092230,travis tritt in person,20,100,0.2,,poster,Travis Tritt in Person
482,2001.082,en,"saving your marriage before it starts a marriage curriculum for engaged, about-to-be engaged, and newly married couples eight week video study by les and leslie parrott led by brian eby, licensed marriage & family therapist begins march 22, 2000-6pm room 121 first baptist church wichita falls, tx - dr. robert jeffress, pastor 117",Q105092086,saving your marriage before it starts,20,100,0.2,,poster,Saving Your Marriage Before It Starts
483,2015.075.34,en,nutrition works critical nutrition practices for plhiv take regular weight increase energy intake manage food drug interaction healthy family ministry of medical services nascop titis seek prompt treatment of opportunistic infection manage symptoms with dietary practice for more information: visit the nearest health facility or send your questions to 1232 maintain high level of sanitation physical activity or exercise drink plenty of clean safe water maisha! national aids control council,Q103306038,nutrition works: critical nutrition practices for plhiv,20,98,0.204,,poster,Nutrition Works: Critical Nutrition Practices for PLHIV
484,2015.075.29,en,"hiv doesn't care... ...if you have sex with men or women anal sex without a condom is the highest risk sex for hiv infection protect yourself and your sexual partner-talk to your counselor or health service provider today-or call toll free one2one youth hotline nge carle & trea lvct safaricom: 0800 720 121, landline: 0800 22 11 121 weekdays: 8am-8pm, weekends: 10am -8pm website: one2onekenya.org maisha! elton john aids foundation",Q103301243,hiv doesn't care-if you have sex with men or women,20,86,0.233,,poster,HIV doesn't care-if you have sex with men or women
485,2001.136,en,guitar r l announcer: f pull conversations with country music's legendary songwriters philip self,Q105091841,guitar pull,20,73,0.274,,poster,Guitar Pull
486,2015.075.41,en,c c cu 10 ጀምሮ betengna listen in! በኤፍ ኤም አዲስ 97.1 ዘወትር አርብ ከቀኑ 9:30 እንዲሁም በድጋሚ ዘወትር ማክሰኞ ከምሽቱ 2:10 ጀምሮ 17 cdc - johns hopkins bloomberg school public health center for communication program e ids resource center fo.. * ቤተኛ ያድምጡት! betongna listen in & (773 ኤድስ ቶክላይን 952 wegen aids talkline ġ +,Q103297378,betengna. listen in! [and ethiopian text],20,54,0.37,,poster,Betengna. Listen In! [And Ethiopian text]
487,2007.068,en,yorkshire ini av illustrated holiday booklet. and if desired. lodgings guide. post free on application to passenger manager (al) london & north eastern railway.york. brk day & sand lond wc2,Q102976817,vintage poster for yorkshire,20,46,0.435,,poster,Vintage poster for Yorkshire
488,2015.037mm,en,"19 | 140 "" eveible lo / 17",Q103298961,"crucible, from american abstract artists 50th anniversary print portfolio",20,27,0.741,,print,"Crucible, from American Abstract Artists 50th Anniversary Print Portfolio"
489,1985.014,en,(refwand,Q103297016,architectural scene with figures,20,25,0.8,,print,Architectural Scene with Figures
490,2004.016,en,idt2=,Q103312637,youth,20,20,1,,print,Youth
491,2001.118,en,"s harbor house rest., fiorini chiropractic, & trade it in music... present nashville music ""in the round"" ofeaturing thom bresh joe doyle michael mcgrew special guests""  and friday *15 oct.-7pm hier american legion hall on lake ella $io a benefit for the leukemia society of america * $10 m ",Q105091984,"nashville music ""in the round""",19,100,0.19,,poster,"Nashville Music ""In the Round"""
492,2003.052,en,ty infquality breeds war corruption breeds inequ la portentosa vida de la muerte war breeds misery misery breeds discontentment discontentmen la abuelita de la muerte love passio passion-p pain-eniment enlightene the s cantina breeds revolution revolution breeds democracy peace peace breeds prog سلام کے cuc,Q103302340,la portentosa vida de la muerte ,19,100,0.19,,print,La Portentosa Vida de la Muerte (The Prodigious Life of Death)
493,2005.023,en,tid paul burch & the upr bacla bog bloe marble molly thomas wely begati the five sp fub. 17 6391,Q105092014,paul burch,19,100,0.19,,poster,Paul Burch
494,2001.131,en,"mardi gras 2001 with the first family of funk neville brothers february 25th & 26th sunday & monday at the houseof blues 225 decatur street new orleans la match show print - nashville, tn ==",Q105092203,the neville brothers,19,85,0.224,,poster,The Neville Brothers
495,2000.050,en,"in person sas inc. presents blues recording artist b.b king the king the blues world wide! north american tour 1999 * salt lake city, ut * boise, id reno, nv los angeles, ca san diego, ca * mountain view, ca santa barbara, ca * las vegas, nv lemoore, ca concord, ca portland, or * seattle, wa* denver, co minneapolis, mn chicago, il*peoria, il *cleveland, oh * saratoga, ny pittsburgh, pa little rock, ar* 1994 sas inc under license to music city merchandise created by ",Q105091869,"in person b.b. king, the king of the blues world wide!",19,83,0.229,,poster,"In Person B.B. King, The King of The Blues World Wide!"
496,2001.170,en,"summer mondays+ sutler** **at the******** * walt wilkins and his band tim lorsch   rick plant *nick pellegrino billy block* mike daly ✰ ✰naoise sheridan  and special guests each week 8:30pm* www.waltwilkins.com haich show print nashville, tennessee est. 1879",Q105092140,summer mondays at the sutler,19,75,0.253,,poster,Summer Mondays at the Sutler
497,2001.089,en,"apme '99 first amendment center presents  music elvis. censorship the first sam phillips sun records legend sir mack rice 'mustang sally' thursday* october 144.15 peabody hotel ballroom mendment john kay of steppenwolf jill sobule i kissed a girl' first plus steppenwolf cert in con- free ""freedom sings!"" cd amendment center unded by the freecom forum with *9 m.fred the freedom forum free press. free speech, free spirit",Q105091760,"elvis, music censorship and the first amendment",19,68,0.279,,poster,"Elvis, Music Censorship and the First Amendment"
498,2001.140,en,"leibovitz studio invites you to their annual christmas *party* thur. december 14, 2000 8:30 p.m. until midnight special guest performer hank williams !!! in person from nashville, tennessee annie leibovitz studio 547 west 26th street new york city ",Q105091925,leibovitz christmas party ,19,65,0.292,,poster,Leibovitz Christmas Party (Black)
499,2015.037x,en,(8 maben. apl/bl.,Q105092002,"orient express, from american abstract artists 50th anniversary print portfolio",19,41,0.463,,print,"Orient Express, from American Abstract Artists 50th Anniversary Print Portfolio"
