qid,dimension,type,label
Q102961327,ambiguous,print,A Puppet Play in the Inner Palace of Edo Castle (from the series The Inner Palace of Chiyoda Castle)
Q106577262,ambiguous,print,A Rake's Progress: Arrested for Debt
Q103550890,ambiguous,print,A Rake's Progress: Married to an Old Maid
Q106577263,ambiguous,print,A Rake's Progress: Scene in a Gambling House
Q106577264,ambiguous,print,A Rake's Progress: Scene in a Madhouse
Q106577265,ambiguous,print,A Rake's Progress: Surrounded by Artists and Professors
Q106577266,ambiguous,print,A Rake's Progress: The Prison Scene
Q106577267,ambiguous,print,A Rake's Progress: The Tavern Scene
Q106577268,ambiguous,print,A Rake's Progress: The Young Heir Takes Possession of the Miser's Effects
Q106582605,ambiguous,print,A River God
Q103296523,ambiguous,print,"A Rooster, ""Gallas Furcatus,"" Forked Tail Wild Cock"
Q103296534,ambiguous,print,"A Rooster, ""Gallus Oeneus,"" Wild Golden Cock"
Q103296542,ambiguous,print,A Sailor's Infancy
Q103296548,ambiguous,print,A Scene from Homer's Odyssey
Q102961335,ambiguous,print,"A Scene from Virgil's Aeneid, Book IV"
Q102961344,ambiguous,print,"A Scene from Virgil's Aeneid, Book IX"
Q102961349,ambiguous,print,"A Scene from Virgil's Aeneid, Book VI"
Q102961359,ambiguous,print,"A Scene from Virgil's Aeneid, Book VIII"
Q102961367,ambiguous,print,A Senseless After Dinner Custom
Q103296569,ambiguous,print,A standing Bijin
Q102961376,ambiguous,print,A Storm at Sea after Claude Lorrain
Q105091584,ambiguous,print,A Stump Full of Granddaddies Live at St. Patrick's Day at Marathon Sports Bar
Q106577269,ambiguous,print,"A Summer Home in Chautauqua, NY"
Q103296578,ambiguous,print,A Sybil
Q102961387,ambiguous,print,A toutes les personnes qui ont des capitaux a perdre
Q105095932,ambiguous,print,A Train of the Second Class for Outside Passengers
Q103296586,ambiguous,print,"A Tray of Octopus, Blowfish, Crab, and Two Other Fish (facsimile)"
Q102961400,ambiguous,print,"A tympanum with Madonna, St. Ephanus, St. Petrus, St. Paulus, St. Agata"
Q102961454,ambiguous,print,"AARKA, from American Abstract Artists 50th Anniversary Print Portfolio"
Q102961461,ambiguous,print,Abigail before David
Q102961468,ambiguous,print,Abondantia
Q102961474,ambiguous,print,About a Cat
Q103296618,ambiguous,print,Abschied (Parting)
Q102961486,ambiguous,print,"Abstract-Impressionism - After Seurat, from American Abstract Artists 75th Anniversary Print Portfolio"
Q105091585,ambiguous,print,Abstraction
Q102961491,ambiguous,print,Abstraction (from Derriere le Miroìr)
Q105095852,ambiguous,print,"Achtung, Banditen! Die Zeit des Verbrechens (Attention Bandits! The time of crime)"
Q105091586,ambiguous,print,"Acisclo Escultura, Galeria Carl van der Voort, Ibiza"
Q105091587,ambiguous,print,"Acisclo Escultura, Galeria Carl van der Voort, Ibiza"
Q102961498,ambiguous,print,"Across, from American Abstract Artists 60th Anniversary Print Portfolio"
Q103296626,ambiguous,print,Adam and Eve are Banished from Paradise
Q103296631,ambiguous,print,"Adam and Eve, from the suite Triomphe de l'amour (Triumph of Love)"
Q106566598,ambiguous,print,Adriane
Q102961514,ambiguous,print,African Daisy (reproduction)
Q103296647,ambiguous,print,After
Q105091589,ambiguous,print,After the Performance from the Commedia dell'Arte [XXIIA]
Q102961521,ambiguous,print,"Afterglow (also called Geddington, England)"
Q103296650,ambiguous,print,Agrippina (from a painting by Benjamin West)
Q103296659,ambiguous,print,Aiguiere de crystal de Roche
Q104030926,ambiguous,print,Airlines Poster
Q104030927,ambiguous,print,Airlines Poster
Q102961549,ambiguous,print,"Album du Siége, Title page from Recueil de Caricatures Publieé Pendant le Siége dans Le Charivari"
Q102961559,ambiguous,print,"Album of 19 Reproductions of Paintings, Illustrating the Kabuki juhachiban  (18 Kabuki Plays)"
Q106577270,ambiguous,print,Album of Obi (sash) and Women's and Men's Kimono Designs
Q105096057,ambiguous,print,Album of Six Reproductions of Paintings Dealing with the Tsugaru Nebuta Festival
Q106577271,ambiguous,print,Album of wood-block prints by various artists
Q103296684,ambiguous,print,Alicia IV
Q105091590,ambiguous,print,"Alison Krauss and Union Station, featuring Jerry Douglas"
Q102961573,ambiguous,print,"Alla Sicilia (In Sicily), from Paesaggi (Landscapes)"
Q102961587,ambiguous,print,Allegory of Morbidity (after Raphael)
Q103296722,ambiguous,print,"Amadeo Gabino, Galeria Carl van der Voort, Ibiza"
Q103296729,ambiguous,print,Amend the Second Amendment
Q105091593,ambiguous,print,"AMERICA IS NOT FOR SALE, VOTE WHILE IT STILL MATTERS, VOTE BERNIE SANDERS"
Q103296734,ambiguous,print,American Flamingo
Q102961610,ambiguous,print,American Homestead Autumn
Q102961616,ambiguous,print,American Homestead Spring
Q102961621,ambiguous,print,American Homestead Summer
Q102961627,ambiguous,print,American Homestead Winter
Q105091594,ambiguous,print,American Music Showcase Eight Year Anniversary
Q106577272,ambiguous,print,"American Pop Culture Gallery, Big Cat Press Artists: Tony Fitzpatrick, Diana Sudyka, Teresa Mucha"
Q103296772,ambiguous,print,Amiens Cathedral
Q103296797,ambiguous,print,Amy and the Butterflies
Q105091595,ambiguous,print,"An Ab 2-Composite, from American Abstract Artists 75th Anniversary Print Portfolio"
Q103296801,ambiguous,print,An Aged Spaniard
Q103296807,ambiguous,print,An Apostle Reading
Q103296815,ambiguous,print,An Emotion
Q105091608,ambiguous,print,"An Evening With Natalie Merchant, April 21"
Q106577281,ambiguous,print,"An Honorable, Serpentine Death in Shido Bay, from the series Yoshitoshi ryakuga (Sketches by Yoshitoshi)"
Q103296819,ambiguous,print,An Idyll
Q103296829,ambiguous,print,Anaïs II
Q102961649,ambiguous,print,"Ancient Excavations at Carli, India"
Q103296857,ambiguous,print,"And His Strength Went From Him, from ""Ten Wood Engravings for the Old Testament"""
Q103296873,ambiguous,print,Aneas Carrying Anchises from Troy (after Georges Lallemand)
Q103296880,ambiguous,print,Angel and Man with a Staff
Q105091609,ambiguous,print,Ani DiFranco Mistress of Folk with Maceo Parker Master of Funk
Q103296916,ambiguous,print,Animal page from The Manga
Q105091610,ambiguous,print,"Anita Gibson, Galeria Carl van der Voort, Ibiza"
Q105091611,ambiguous,print,"Announcing The Best of Silicon Valley 1999, September 30"
Q102961667,ambiguous,print,Ansicht der Stodt Braunau am Innfluss
Q103296921,ambiguous,print,Antes de pensar na cor faca o teste da SIDA-
Q103296940,ambiguous,print,Antike
Q102961681,ambiguous,print,"Antinova Remembers, from the Revolutions Per Minute (The Art Record)"
Q103296966,ambiguous,print,"Antonio Mari Ribas, Galeria Carl van der Voort, Ibiza"
Q103296971,ambiguous,print,"Antonio saura-21 julio-10 agosto 1973-horas 11-2, 5-9 galería carl van der voort plaza tur palau 13 Ibiza (Dedicated poster)"
Q103296978,ambiguous,print,"Antonio saura-21 julio-10 agosto 1973-horas 11-2, 5-9 galería carl van der voort-plaza tur palau 13- ibiza"
Q103296988,ambiguous,print,Anunciation to the Shepherds
Q103296995,ambiguous,print,"Apollo, from a suite of four prints"
Q103297004,ambiguous,print,Appearing at the Ryman - A Fund Raising Reception for Nashville's Next Mayor Bill Purcell
Q105091614,ambiguous,print,"Appearing Live  BR5-49, Biff Henderson"
Q105091615,ambiguous,print,Appearing Live: BR5-49
Q105091616,ambiguous,print,"April Study 7, from American Abstract Artists 75th Anniversary Print Portfolio"
Q102961707,ambiguous,print,Aqua (the second from a suite of four prints entitled les Quatres Eléments (The Four Elements))
Q102961720,ambiguous,print,"Arachne, from American Abstract Artists 50th Anniversary Print Portfolio"
Q103297016,ambiguous,print,Architectural Scene with Figures
Q105091618,ambiguous,print,Arlecchino from the Commeida dell'Arte Suite [V-A]
Q105091619,ambiguous,print,Arlechino & Brighella fr. the Commedia dell'Arte Suite [VII-A]
Q103297058,ambiguous,print,"Armengol, Galeria Carl van der Voort, Ibiza"
Q102961809,ambiguous,print,Armer vetter und hoher Herr 2 (Poor cousin and high master 2)
Q105091620,ambiguous,print,ars documenta
Q103297078,ambiguous,print,ART Works. I'm living proof.
Q103297096,ambiguous,print,"Asia Guitarmaker Symposium and Exhibition, March 22-26, Exhibition and sale of handmade stringed instruments"
Q103297106,ambiguous,print,Ask Your Dealer For Shoes Like These
Q102961816,ambiguous,print,Assentamento #4
Q103297114,ambiguous,print,"Assorted Fruits and Vegetables, a Chicken, and Fish"
Q105091621,ambiguous,print,Astronaut Pushers
Q106577288,ambiguous,print,"Astronomes parisiens observant la Comète (Paris Astronomers Observing a Comet), published in Le Charivari, September 3, 1853"
Q103297121,ambiguous,print,At the sign of the red triangle - the Y.M.C.A. keeps the home ties from breaking
Q103550904,ambiguous,print,At the Water's Edge
Q105095759,ambiguous,print,"ATOMIC! Get in gear for George Clinton and the P-Funk All Stars, Vanderbilt's Memorial Gym, Sun. April 13"
Q105096110,ambiguous,print,Attention
Q105091622,ambiguous,print,Attention! Attention! from the Commedia dell'Arte [XIII-A]
Q105091623,ambiguous,print,Attraction
Q106577289,ambiguous,print,"Auf! Auf! Auf! Mensch hilf Dir Selbst (Get Up! Get Up! Get Up! Man help Yourself), from the portfolio ‘Felixmüller--Holzschnitte.’"
Q102961820,ambiguous,print,"August, Août (August), from a suite of allegorical prints illustrating the months of the year with text in German and French"
Q103297140,ambiguous,print,"Augustus and the Tiburtine Sibyl, after Parmigianino (1503-1540)"
Q103297154,ambiguous,print,Auto-Portrait
Q103297180,ambiguous,print,B
Q105091625,ambiguous,print,B.B. King In Person (Black text)
Q105091626,ambiguous,print,B.B. King In Person (purple text)
Q102961856,ambiguous,print,Bacchantenzug (Bacchanalian Procession)
Q102961862,ambiguous,print,Bacchus au Festin
Q103297207,ambiguous,print,"Badende (Bathers) from the periodical Das Kunstblatt, vol 2, no. 11"
Q105091627,ambiguous,print,Bah! Design
Q102961870,ambiguous,print,Bahba
Q105091628,ambiguous,print,"Banjovi, Bluegrass Explosion"
Q105091630,ambiguous,print,BARCELONA '92:  Games of the XXV Olympiad Barcelona 1992
Q105091631,ambiguous,print,BARCELONA '92:  Games of the XXV Olympiad Barcelona 1992
Q105091632,ambiguous,print,BARCELONA 92:  Games of the XXV Olympiad Barcelona 1992
Q105091633,ambiguous,print,Barcelona Blue #14 (Mountain Drawing)
Q105091634,ambiguous,print,Barcelona Blue #7 (Mountain Drawing)
Q105091635,ambiguous,print,Barcelona Blue #8 (Mountain Drawing)
Q105091636,ambiguous,print,Barcelona Blue #9 (Mountain Drawing)
Q105091637,ambiguous,print,Barenaked Ladies
Q103297223,ambiguous,print,Barone Vincenzio Mistrali di Parma
Q102961918,ambiguous,print,Bartolomeus Spranger and His Wife Christina Müller
Q103297230,ambiguous,print,Bassin de cristal de Roche
Q103297242,ambiguous,print,Batatajikin I Spotika
Q102961924,ambiguous,print,Bath Ford
Q102961936,ambiguous,print,Bathers
Q102961943,ambiguous,print,"Bats in the Fifth Act of Chūshingura, from the series Yoshitoshi ryakuga (Sketches by Yoshitoshi)"
Q102961960,ambiguous,print,Battersea Bridge
Q105091643,ambiguous,print,Battle Scene from the Sino-Japanese War
Q102961975,ambiguous,print,"Battle Scene, the second from a suite of six prints entitled Varii Capricci Militari (Various Military Caprices)"
Q102961983,ambiguous,print,"Battle Scene, the sixth from a suite of six prints entitled Varii Capricci Militari (Various Military Caprices)"
Q105091644,ambiguous,print,"Be A Good Neighbor-Check Out John Hartford Live from Mountain Stage, Blue Plate Music - BPM-401"
Q103297247,ambiguous,print,Be a U.S. Marine
Q103297254,ambiguous,print,Be a U.S. Marine!
Q103297260,ambiguous,print,"Be Patriotic, sign your Country's pledge to save food. U.S. Food Administration"
Q102961996,ambiguous,print,"Beaded Circle, from American Abstract Artists 75th Anniversary Print Portfolio"
Q103297268,ambiguous,print,"Beardless Youth Standing to Right of Devil at an Easel, Allegory of the Misuse of Worldly Property, after Maarten van Heemskerck"
Q103297278,ambiguous,print,Bechtold
Q103297284,ambiguous,print,"Bechtold, Galeria Carl van der Voort, Ibiza"
Q103297312,ambiguous,print,"Beer Street, state 3"
Q103297320,ambiguous,print,Before
Q102962009,ambiguous,print,"Beggar with Dog, from Les Gueux (The Beggars), a series of 25 etchings"
Q102962014,ambiguous,print,"Beggar Woman Holding Coins, from Les Gueux (The Beggars), a series of 25 etchings"
Q102962018,ambiguous,print,"Beggar Woman with a Bowl, from Les Gueux (The Beggars), a series of 25 etchings"
Q102962026,ambiguous,print,"Behind the Door, from American Abstract Artists 60th Anniversary Print Portfolio"
Q102962043,ambiguous,print,Being in the Moment
Q102962048,ambiguous,print,Bellum
Q105091647,ambiguous,print,"Ben Folds Five, Jude, May 30"
Q105091648,ambiguous,print,Ben Harper and the Innocent Criminals
Q102962070,ambiguous,print,"Benkei and Others Around a Bell, from the series Yoshitoshi ryakuga (Sketches by Yoshitoshi)"
Q103297340,ambiguous,print,"Benkei and the Giant Carp, from the series ""The Hundred Poets"""
Q105091649,ambiguous,print,Berkhampstead - Herts.
Q105091650,ambiguous,print,"Best of the best showcase April 28,1999"
Q103297378,ambiguous,print,Betengna. Listen In! [And Ethiopian text]
Q102962106,ambiguous,print,Between the Lines
Q104030940,ambiguous,print,Big Game
Q104030941,ambiguous,print,Big Game
Q103297408,ambiguous,print,"Big Grey, from American Abstract Artists 50th Anniversary Print Portfolio"
Q102962130,ambiguous,print,Big Reclining Nude
Q103297415,ambiguous,print,Big Sausage
Q105091652,ambiguous,print,Bijou Theatre
Q105091653,ambiguous,print,BIll Kirchen and Too Much Full Featuring Johnny and Jack
Q105091654,ambiguous,print,Bill Monroe Live From Mountain Stage
Q103297421,ambiguous,print,Billy Gilman 2000
Q103297438,ambiguous,print,Bird page from The Manga
Q103297445,ambiguous,print,Birdman
Q105091656,ambiguous,print,"Birthweek 2000: Guerrilla monster and BR2 present ""Elvis meets the Beatles"""
Q105091657,ambiguous,print,Bisbee's Comedians
Q103297456,ambiguous,print,Bishop Hacket
Q105091658,ambiguous,print,"Bize II, from American Abstract Artists 75th Anniversary Print Portfolio"
Q103297469,ambiguous,print,Black Field
Q102962233,ambiguous,print,"Black Square Reflection, from American Abstract Artists 60th Anniversary Print Portfolio"
Q103297493,ambiguous,print,"Black/White, from American Abstract Artists 50th Anniversary Print Portfolio"
Q102962260,ambiguous,print,Blackburn
Q103297498,ambiguous,print,"Blood or Bread: Others are giving their blood - You will shorten the war - save life, if you eat only what you need, and waste nothing. USFA no. 16"
Q102962318,ambiguous,print,Blue Cat
Q103297548,ambiguous,print,Blue Flower
Q105091660,ambiguous,print,"Blue grass Festival Ryman Auditorium, May 7-8-9 1999, Hatch Show Print Poster"
Q105091662,ambiguous,print,Blue Mountain
Q103297555,ambiguous,print,Blue Night
Q103297567,ambiguous,print,Blue Nude: Salome
Q105096004,ambiguous,print,Blue Relations
Q105091664,ambiguous,print,"Bluebird Cafe Presents The Rounds Bros. with Ellen Britton, Sunday March 12"
Q105091665,ambiguous,print,"Bluegrass Festival, The Karl Shiflett and Big Country Show, May 28-30, 1999"
Q105091666,ambiguous,print,Bluegrass Night at the Ryman
Q102962347,ambiguous,print,"Boat Building, from American Abstract Artists 60th Anniversary Print Portfolio"
Q105091667,ambiguous,print,"Bob Delevante Porchlight Record, Dec 3,1999, Hatch Show Print Poster"
Q105095761,ambiguous,print,Bob Dylan in Concert
Q105091668,ambiguous,print,Bombastic Plastic
